Ref_Date,Geo,School,Source,Stats,Vector,Coordinate,Value
2010,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835273,7.2.3.1,25
2000,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835274,7.2.3.2,11
2005,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835274,7.2.3.2,16
2010,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835274,7.2.3.2,22
2000,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835275,7.2.3.3,11700
2005,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835275,7.2.3.3,15600
2010,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835275,7.2.3.3,18900
2000,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835276,7.2.3.4,37
2005,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835276,7.2.3.4,39
2010,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835276,7.2.3.4,46
2000,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835277,7.2.3.5,11200
2005,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835277,7.2.3.5,17700
2010,Ontario,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835277,7.2.3.5,15400
2000,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835278,7.3.1.1,47
2005,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835278,7.3.1.1,49
2010,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835278,7.3.1.1,48
2000,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835279,7.3.1.2,39
2005,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835279,7.3.1.2,45
2010,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835279,7.3.1.2,53
2000,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835280,7.3.1.3,23900
2005,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835280,7.3.1.3,27800
2010,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835280,7.3.1.3,33000
2000,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835281,7.3.1.4,28
2005,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835281,7.3.1.4,33
2010,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835281,7.3.1.4,48
2000,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835282,7.3.1.5,21000
2005,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835282,7.3.1.5,23400
2010,Ontario,Masters,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835282,7.3.1.5,26100
2000,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835283,7.3.2.1,39
2005,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835283,7.3.2.1,32
2010,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835283,7.3.2.1,29
2000,Ontario,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835284,7.3.2.2,34
2005,Ontario,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835284,7.3.2.2,36
2010,Ontario,Masters,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835284,7.3.2.2,46
2000,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835285,7.3.2.3,20700
2005,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835285,7.3.2.3,22000
2010,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835285,7.3.2.3,24400
2000,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835286,7.3.2.4,30
2005,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835286,7.3.2.4,34
2010,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835286,7.3.2.4,52
2000,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835287,7.3.2.5,18900
2005,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835287,7.3.2.5,18200
2010,Ontario,Masters,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835287,7.3.2.5,20400
2000,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835288,7.3.3.1,19
2005,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835288,7.3.3.1,29
2010,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835288,7.3.3.1,30
2000,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835289,7.3.3.2,25
2005,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835289,7.3.3.2,33
2010,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835289,7.3.3.2,38
2000,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835290,7.3.3.3,17100
2005,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835290,7.3.3.3,23000
2010,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835290,7.3.3.3,27600
2000,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835291,7.3.3.4,37
2005,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835291,7.3.3.4,34
2010,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835291,7.3.3.4,50
2000,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835292,7.3.3.5,16400
2005,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835292,7.3.3.5,20100
2010,Ontario,Masters,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835292,7.3.3.5,23400
2000,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835293,7.4.1.1,43
2005,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835293,7.4.1.1,46
2010,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835293,7.4.1.1,34
2000,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835294,7.4.1.2,33
2005,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835294,7.4.1.2,45
2010,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835294,7.4.1.2,47
2000,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835295,7.4.1.3,21600
2005,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835295,7.4.1.3,28600
2010,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835295,7.4.1.3,34800
2000,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835296,7.4.1.4,33
2005,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835296,7.4.1.4,33
2010,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835296,7.4.1.4,45
2000,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835297,7.4.1.5,21200
2005,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835297,7.4.1.5,26500
2010,Ontario,Doctorate,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835297,7.4.1.5,31400
2000,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835298,7.4.2.1,35
2005,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835298,7.4.2.1,36
2010,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835298,7.4.2.1,24
2000,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835299,7.4.2.2,30
2005,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835299,7.4.2.2,43
2010,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835299,7.4.2.2,47
2000,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835300,7.4.2.3,20200
2005,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835300,7.4.2.3,25800
2010,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835300,7.4.2.3,28700
2000,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835301,7.4.2.4,37
2005,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835301,7.4.2.4,34
2010,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835301,7.4.2.4,46
2000,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835302,7.4.2.5,20500
2005,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835302,7.4.2.5,23200
2010,Ontario,Doctorate,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835302,7.4.2.5,22700
2000,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835303,7.4.3.1,18
2005,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835303,7.4.3.1,22
2010,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835303,7.4.3.1,19
2000,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835304,7.4.3.2,14
2005,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835304,7.4.3.2,20
2010,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835304,7.4.3.2,38
2000,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835305,7.4.3.3,12600
2005,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835305,7.4.3.3,17800
2010,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835305,7.4.3.3,25700
2000,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835306,7.4.3.4,32
2005,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835306,7.4.3.4,36
2010,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835306,7.4.3.4,46
2000,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835307,7.4.3.5,12800
2005,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835307,7.4.3.5,18800
2010,Ontario,Doctorate,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835307,7.4.3.5,
2000,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835308,8.1.1.1,36
2005,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835308,8.1.1.1,37
2010,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835308,8.1.1.1,34
2000,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835309,8.1.1.2,5
2005,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835309,8.1.1.2,8
2010,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835309,8.1.1.2,13
2000,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835310,8.1.1.3,10100
2005,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835310,8.1.1.3,10800
2010,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835310,8.1.1.3,12600
2000,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835311,8.1.1.4,25
2005,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835311,8.1.1.4,29
2010,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835311,8.1.1.4,48
2000,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835312,8.1.1.5,9200
2005,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835312,8.1.1.5,8400
2010,Manitoba,College,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835312,8.1.1.5,10300
2000,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835313,8.1.2.1,24
2005,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835313,8.1.2.1,20
2010,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835313,8.1.2.1,17
2000,Manitoba,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835314,8.1.2.2,4
2005,Manitoba,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835314,8.1.2.2,
2010,Manitoba,College,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835314,8.1.2.2,10
2000,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835315,8.1.2.3,10300
2005,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835315,8.1.2.3,10200
2010,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835315,8.1.2.3,11700
2000,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835316,8.1.2.4,19
2005,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835316,8.1.2.4,24
2010,Manitoba,College,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835316,8.1.2.4,40
2000,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835317,8.1.2.5,9400
2005,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835317,8.1.2.5,7900
2010,Manitoba,College,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835317,8.1.2.5,6800
2000,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835318,8.1.3.1,17
2005,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835318,8.1.3.1,24
2010,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835318,8.1.3.1,23
2000,Manitoba,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835319,8.1.3.2,
2005,Manitoba,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835319,8.1.3.2,
2010,Manitoba,College,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835319,8.1.3.2,
2000,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835320,8.1.3.3,6500
2005,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835320,8.1.3.3,8000
2010,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835320,8.1.3.3,10100
2000,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835321,8.1.3.4,42
2005,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835321,8.1.3.4,44
2010,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835321,8.1.3.4,58
2000,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835322,8.1.3.5,5800
2005,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835322,8.1.3.5,7300
2010,Manitoba,College,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835322,8.1.3.5,11200
2000,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835323,8.2.1.1,47
2005,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835323,8.2.1.1,49
2010,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835323,8.2.1.1,42
2000,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835324,8.2.1.2,30
2005,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835324,8.2.1.2,29
2010,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835324,8.2.1.2,39
2000,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835325,8.2.1.3,19100
2005,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835325,8.2.1.3,19300
2010,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt owed to the source at time of graduation dollars,v88835325,8.2.1.3,24800
2000,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835326,8.2.1.4,24
2005,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835326,8.2.1.4,29
2010,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates with debt who had paid it off  at time of interview,v88835326,8.2.1.4,41
2000,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835327,8.2.1.5,16800
2005,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835327,8.2.1.5,18500
2010,Manitoba,Bachelors,Graduates who owed money for their education to any source government or nongovernment,Average debt remaining at time of interview for those who still owed dollars,v88835327,8.2.1.5,22400
2000,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835328,8.2.2.1,36
2005,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835328,8.2.2.1,33
2010,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates who owed debt to the source,v88835328,8.2.2.1,24
2000,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835329,8.2.2.2,30
2005,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835329,8.2.2.2,22
2010,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,"Percentage of graduates with large debt at graduation 25,000 and over",v88835329,8.2.2.2,36
2000,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835330,8.2.2.3,18800
2005,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835330,8.2.2.3,16600
2010,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt owed to the source at time of graduation dollars,v88835330,8.2.2.3,19600
2000,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835331,8.2.2.4,21
2005,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835331,8.2.2.4,25
2010,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Percentage of graduates with debt who had paid it off  at time of interview,v88835331,8.2.2.4,37
2000,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835332,8.2.2.5,16700
2005,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835332,8.2.2.5,14600
2010,Manitoba,Bachelors,Graduates who owed money for their education to government student loan programs,Average debt remaining at time of interview for those who still owed dollars,v88835332,8.2.2.5,15300
2000,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835333,8.2.3.1,21
2005,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835333,8.2.3.1,31
2010,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates who owed debt to the source,v88835333,8.2.3.1,30
2000,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835334,8.2.3.2,9
2005,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835334,8.2.3.2,13
2010,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,"Percentage of graduates with large debt at graduation 25,000 and over",v88835334,8.2.3.2,26
2000,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835335,8.2.3.3,10700
2005,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835335,8.2.3.3,12800
2010,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt owed to the source at time of graduation dollars,v88835335,8.2.3.3,19300
2000,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835336,8.2.3.4,39
2005,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835336,8.2.3.4,41
2010,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Percentage of graduates with debt who had paid it off  at time of interview,v88835336,8.2.3.4,46
2000,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835337,8.2.3.5,10400
2005,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835337,8.2.3.5,15200
2010,Manitoba,Bachelors,Graduates who owed money for their education to nongovernment sources,Average debt remaining at time of interview for those who still owed dollars,v88835337,8.2.3.5,19200
2000,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835338,8.3.1.1,36
2005,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835338,8.3.1.1,40
2010,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,Percentage of graduates who owed debt to the source,v88835338,8.3.1.1,30
2000,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835339,8.3.1.2,25
2005,Manitoba,Masters,Graduates who owed money for their education to any source government or nongovernment,"Percentage of graduates with large debt at graduation 25,000 and over",v88835339,8.3.1.2,38
