Ref_Date,Geo,School,Gender,Stats,Vector,Coordinate,Value
2005,Nova Scotia,Doctorate,Females,Employed percent,v88832687,4.4.3.2,100
2010,Nova Scotia,Doctorate,Females,Employed percent,v88832687,4.4.3.2,90
2000,Nova Scotia,Doctorate,Females,Employed fulltime percent,v88832688,4.4.3.3,100
2005,Nova Scotia,Doctorate,Females,Employed fulltime percent,v88832688,4.4.3.3,94
2010,Nova Scotia,Doctorate,Females,Employed fulltime percent,v88832688,4.4.3.3,69
2000,Nova Scotia,Doctorate,Females,Employed parttime percent,v88832689,4.4.3.4,
2005,Nova Scotia,Doctorate,Females,Employed parttime percent,v88832689,4.4.3.4,
2010,Nova Scotia,Doctorate,Females,Employed parttime percent,v88832689,4.4.3.4,
2000,Nova Scotia,Doctorate,Females,Out of labour force percent,v88832690,4.4.3.5,
2005,Nova Scotia,Doctorate,Females,Out of labour force percent,v88832690,4.4.3.5,
2010,Nova Scotia,Doctorate,Females,Out of labour force percent,v88832690,4.4.3.5,
2000,Nova Scotia,Doctorate,Females,Unemployed rate,v88832691,4.4.3.6,
2005,Nova Scotia,Doctorate,Females,Unemployed rate,v88832691,4.4.3.6,
2010,Nova Scotia,Doctorate,Females,Unemployed rate,v88832691,4.4.3.6,
2000,New Brunswick,College,Both sexes,Number of graduates,v88832692,5.1.1.1,2200
2005,New Brunswick,College,Both sexes,Number of graduates,v88832692,5.1.1.1,2300
2010,New Brunswick,College,Both sexes,Number of graduates,v88832692,5.1.1.1,1000
2000,New Brunswick,College,Both sexes,Employed percent,v88832693,5.1.1.2,87
2005,New Brunswick,College,Both sexes,Employed percent,v88832693,5.1.1.2,90
2010,New Brunswick,College,Both sexes,Employed percent,v88832693,5.1.1.2,81
2000,New Brunswick,College,Both sexes,Employed fulltime percent,v88832694,5.1.1.3,84
2005,New Brunswick,College,Both sexes,Employed fulltime percent,v88832694,5.1.1.3,82
2010,New Brunswick,College,Both sexes,Employed fulltime percent,v88832694,5.1.1.3,77
2000,New Brunswick,College,Both sexes,Employed parttime percent,v88832695,5.1.1.4,3
2005,New Brunswick,College,Both sexes,Employed parttime percent,v88832695,5.1.1.4,6
2010,New Brunswick,College,Both sexes,Employed parttime percent,v88832695,5.1.1.4,4
2000,New Brunswick,College,Both sexes,Out of labour force percent,v88832696,5.1.1.5,3
2005,New Brunswick,College,Both sexes,Out of labour force percent,v88832696,5.1.1.5,2
2010,New Brunswick,College,Both sexes,Out of labour force percent,v88832696,5.1.1.5,6
2000,New Brunswick,College,Both sexes,Unemployed rate,v88832697,5.1.1.6,10
2005,New Brunswick,College,Both sexes,Unemployed rate,v88832697,5.1.1.6,8
2010,New Brunswick,College,Both sexes,Unemployed rate,v88832697,5.1.1.6,14
2000,New Brunswick,College,Males,Number of graduates,v88832698,5.1.2.1,1200
2005,New Brunswick,College,Males,Number of graduates,v88832698,5.1.2.1,1200
2010,New Brunswick,College,Males,Number of graduates,v88832698,5.1.2.1,500
2000,New Brunswick,College,Males,Employed percent,v88832699,5.1.2.2,87
2005,New Brunswick,College,Males,Employed percent,v88832699,5.1.2.2,88
2010,New Brunswick,College,Males,Employed percent,v88832699,5.1.2.2,75
2000,New Brunswick,College,Males,Employed fulltime percent,v88832700,5.1.2.3,85
2005,New Brunswick,College,Males,Employed fulltime percent,v88832700,5.1.2.3,86
2010,New Brunswick,College,Males,Employed fulltime percent,v88832700,5.1.2.3,72
2000,New Brunswick,College,Males,Employed parttime percent,v88832701,5.1.2.4,1
2005,New Brunswick,College,Males,Employed parttime percent,v88832701,5.1.2.4,1
2010,New Brunswick,College,Males,Employed parttime percent,v88832701,5.1.2.4,
2000,New Brunswick,College,Males,Out of labour force percent,v88832702,5.1.2.5,2
2005,New Brunswick,College,Males,Out of labour force percent,v88832702,5.1.2.5,
2010,New Brunswick,College,Males,Out of labour force percent,v88832702,5.1.2.5,6
2000,New Brunswick,College,Males,Unemployed rate,v88832703,5.1.2.6,11
2005,New Brunswick,College,Males,Unemployed rate,v88832703,5.1.2.6,11
2010,New Brunswick,College,Males,Unemployed rate,v88832703,5.1.2.6,20
2000,New Brunswick,College,Females,Number of graduates,v88832704,5.1.3.1,1000
2005,New Brunswick,College,Females,Number of graduates,v88832704,5.1.3.1,1100
2010,New Brunswick,College,Females,Number of graduates,v88832704,5.1.3.1,500
2000,New Brunswick,College,Females,Employed percent,v88832705,5.1.3.2,87
2005,New Brunswick,College,Females,Employed percent,v88832705,5.1.3.2,91
2010,New Brunswick,College,Females,Employed percent,v88832705,5.1.3.2,87
2000,New Brunswick,College,Females,Employed fulltime percent,v88832706,5.1.3.3,82
2005,New Brunswick,College,Females,Employed fulltime percent,v88832706,5.1.3.3,78
2010,New Brunswick,College,Females,Employed fulltime percent,v88832706,5.1.3.3,81
2000,New Brunswick,College,Females,Employed parttime percent,v88832707,5.1.3.4,6
2005,New Brunswick,College,Females,Employed parttime percent,v88832707,5.1.3.4,11
2010,New Brunswick,College,Females,Employed parttime percent,v88832707,5.1.3.4,6
2000,New Brunswick,College,Females,Out of labour force percent,v88832708,5.1.3.5,4
2005,New Brunswick,College,Females,Out of labour force percent,v88832708,5.1.3.5,3
2010,New Brunswick,College,Females,Out of labour force percent,v88832708,5.1.3.5,6
2000,New Brunswick,College,Females,Unemployed rate,v88832709,5.1.3.6,9
2005,New Brunswick,College,Females,Unemployed rate,v88832709,5.1.3.6,6
2010,New Brunswick,College,Females,Unemployed rate,v88832709,5.1.3.6,8
2000,New Brunswick,Bachelors,Both sexes,Number of graduates,v88832710,5.2.1.1,2000
2005,New Brunswick,Bachelors,Both sexes,Number of graduates,v88832710,5.2.1.1,2300
2010,New Brunswick,Bachelors,Both sexes,Number of graduates,v88832710,5.2.1.1,2300
2000,New Brunswick,Bachelors,Both sexes,Employed percent,v88832711,5.2.1.2,87
2005,New Brunswick,Bachelors,Both sexes,Employed percent,v88832711,5.2.1.2,90
2010,New Brunswick,Bachelors,Both sexes,Employed percent,v88832711,5.2.1.2,93
2000,New Brunswick,Bachelors,Both sexes,Employed fulltime percent,v88832712,5.2.1.3,82
2005,New Brunswick,Bachelors,Both sexes,Employed fulltime percent,v88832712,5.2.1.3,84
2010,New Brunswick,Bachelors,Both sexes,Employed fulltime percent,v88832712,5.2.1.3,85
2000,New Brunswick,Bachelors,Both sexes,Employed parttime percent,v88832713,5.2.1.4,4
2005,New Brunswick,Bachelors,Both sexes,Employed parttime percent,v88832713,5.2.1.4,4
2010,New Brunswick,Bachelors,Both sexes,Employed parttime percent,v88832713,5.2.1.4,8
2000,New Brunswick,Bachelors,Both sexes,Out of labour force percent,v88832714,5.2.1.5,5
2005,New Brunswick,Bachelors,Both sexes,Out of labour force percent,v88832714,5.2.1.5,4
2010,New Brunswick,Bachelors,Both sexes,Out of labour force percent,v88832714,5.2.1.5,
2000,New Brunswick,Bachelors,Both sexes,Unemployed rate,v88832715,5.2.1.6,9
2005,New Brunswick,Bachelors,Both sexes,Unemployed rate,v88832715,5.2.1.6,7
2010,New Brunswick,Bachelors,Both sexes,Unemployed rate,v88832715,5.2.1.6,5
2000,New Brunswick,Bachelors,Males,Number of graduates,v88832716,5.2.2.1,800
2005,New Brunswick,Bachelors,Males,Number of graduates,v88832716,5.2.2.1,900
2010,New Brunswick,Bachelors,Males,Number of graduates,v88832716,5.2.2.1,900
2000,New Brunswick,Bachelors,Males,Employed percent,v88832717,5.2.2.2,90
2005,New Brunswick,Bachelors,Males,Employed percent,v88832717,5.2.2.2,90
2010,New Brunswick,Bachelors,Males,Employed percent,v88832717,5.2.2.2,97
2000,New Brunswick,Bachelors,Males,Employed fulltime percent,v88832718,5.2.2.3,86
2005,New Brunswick,Bachelors,Males,Employed fulltime percent,v88832718,5.2.2.3,88
2010,New Brunswick,Bachelors,Males,Employed fulltime percent,v88832718,5.2.2.3,95
2000,New Brunswick,Bachelors,Males,Employed parttime percent,v88832719,5.2.2.4,
2005,New Brunswick,Bachelors,Males,Employed parttime percent,v88832719,5.2.2.4,
2010,New Brunswick,Bachelors,Males,Employed parttime percent,v88832719,5.2.2.4,
2000,New Brunswick,Bachelors,Males,Out of labour force percent,v88832720,5.2.2.5,
2005,New Brunswick,Bachelors,Males,Out of labour force percent,v88832720,5.2.2.5,
2010,New Brunswick,Bachelors,Males,Out of labour force percent,v88832720,5.2.2.5,
2000,New Brunswick,Bachelors,Males,Unemployed rate,v88832721,5.2.2.6,7
2005,New Brunswick,Bachelors,Males,Unemployed rate,v88832721,5.2.2.6,7
2010,New Brunswick,Bachelors,Males,Unemployed rate,v88832721,5.2.2.6,
2000,New Brunswick,Bachelors,Females,Number of graduates,v88832722,5.2.3.1,1300
2005,New Brunswick,Bachelors,Females,Number of graduates,v88832722,5.2.3.1,1500
2010,New Brunswick,Bachelors,Females,Number of graduates,v88832722,5.2.3.1,1400
2000,New Brunswick,Bachelors,Females,Employed percent,v88832723,5.2.3.2,85
2005,New Brunswick,Bachelors,Females,Employed percent,v88832723,5.2.3.2,89
2010,New Brunswick,Bachelors,Females,Employed percent,v88832723,5.2.3.2,90
2000,New Brunswick,Bachelors,Females,Employed fulltime percent,v88832724,5.2.3.3,80
2005,New Brunswick,Bachelors,Females,Employed fulltime percent,v88832724,5.2.3.3,82
2010,New Brunswick,Bachelors,Females,Employed fulltime percent,v88832724,5.2.3.3,79
2000,New Brunswick,Bachelors,Females,Employed parttime percent,v88832725,5.2.3.4,5
2005,New Brunswick,Bachelors,Females,Employed parttime percent,v88832725,5.2.3.4,6
2010,New Brunswick,Bachelors,Females,Employed parttime percent,v88832725,5.2.3.4,12
2000,New Brunswick,Bachelors,Females,Out of labour force percent,v88832726,5.2.3.5,5
2005,New Brunswick,Bachelors,Females,Out of labour force percent,v88832726,5.2.3.5,4
2010,New Brunswick,Bachelors,Females,Out of labour force percent,v88832726,5.2.3.5,
2000,New Brunswick,Bachelors,Females,Unemployed rate,v88832727,5.2.3.6,10
2005,New Brunswick,Bachelors,Females,Unemployed rate,v88832727,5.2.3.6,7
2010,New Brunswick,Bachelors,Females,Unemployed rate,v88832727,5.2.3.6,
2000,New Brunswick,Masters,Both sexes,Number of graduates,v88832728,5.3.1.1,300
2005,New Brunswick,Masters,Both sexes,Number of graduates,v88832728,5.3.1.1,400
2010,New Brunswick,Masters,Both sexes,Number of graduates,v88832728,5.3.1.1,400
2000,New Brunswick,Masters,Both sexes,Employed percent,v88832729,5.3.1.2,93
2005,New Brunswick,Masters,Both sexes,Employed percent,v88832729,5.3.1.2,92
2010,New Brunswick,Masters,Both sexes,Employed percent,v88832729,5.3.1.2,90
2000,New Brunswick,Masters,Both sexes,Employed fulltime percent,v88832730,5.3.1.3,89
2005,New Brunswick,Masters,Both sexes,Employed fulltime percent,v88832730,5.3.1.3,86
2010,New Brunswick,Masters,Both sexes,Employed fulltime percent,v88832730,5.3.1.3,87
2000,New Brunswick,Masters,Both sexes,Employed parttime percent,v88832731,5.3.1.4,3
2005,New Brunswick,Masters,Both sexes,Employed parttime percent,v88832731,5.3.1.4,5
2010,New Brunswick,Masters,Both sexes,Employed parttime percent,v88832731,5.3.1.4,
2000,New Brunswick,Masters,Both sexes,Out of labour force percent,v88832732,5.3.1.5,
2005,New Brunswick,Masters,Both sexes,Out of labour force percent,v88832732,5.3.1.5,
2010,New Brunswick,Masters,Both sexes,Out of labour force percent,v88832732,5.3.1.5,
2000,New Brunswick,Masters,Both sexes,Unemployed rate,v88832733,5.3.1.6,4
2005,New Brunswick,Masters,Both sexes,Unemployed rate,v88832733,5.3.1.6,7
2010,New Brunswick,Masters,Both sexes,Unemployed rate,v88832733,5.3.1.6,5
2000,New Brunswick,Masters,Males,Number of graduates,v88832734,5.3.2.1,100
2005,New Brunswick,Masters,Males,Number of graduates,v88832734,5.3.2.1,200
2010,New Brunswick,Masters,Males,Number of graduates,v88832734,5.3.2.1,200
2000,New Brunswick,Masters,Males,Employed percent,v88832735,5.3.2.2,98
2005,New Brunswick,Masters,Males,Employed percent,v88832735,5.3.2.2,94
2010,New Brunswick,Masters,Males,Employed percent,v88832735,5.3.2.2,85
2000,New Brunswick,Masters,Males,Employed fulltime percent,v88832736,5.3.2.3,94
2005,New Brunswick,Masters,Males,Employed fulltime percent,v88832736,5.3.2.3,93
2010,New Brunswick,Masters,Males,Employed fulltime percent,v88832736,5.3.2.3,84
2000,New Brunswick,Masters,Males,Employed parttime percent,v88832737,5.3.2.4,
2005,New Brunswick,Masters,Males,Employed parttime percent,v88832737,5.3.2.4,
2010,New Brunswick,Masters,Males,Employed parttime percent,v88832737,5.3.2.4,
2000,New Brunswick,Masters,Males,Out of labour force percent,v88832738,5.3.2.5,
2005,New Brunswick,Masters,Males,Out of labour force percent,v88832738,5.3.2.5,
2010,New Brunswick,Masters,Males,Out of labour force percent,v88832738,5.3.2.5,
2000,New Brunswick,Masters,Males,Unemployed rate,v88832739,5.3.2.6,
2005,New Brunswick,Masters,Males,Unemployed rate,v88832739,5.3.2.6,6
2010,New Brunswick,Masters,Males,Unemployed rate,v88832739,5.3.2.6,
2000,New Brunswick,Masters,Females,Number of graduates,v88832740,5.3.3.1,200
2005,New Brunswick,Masters,Females,Number of graduates,v88832740,5.3.3.1,200
2010,New Brunswick,Masters,Females,Number of graduates,v88832740,5.3.3.1,200
2000,New Brunswick,Masters,Females,Employed percent,v88832741,5.3.3.2,90
2005,New Brunswick,Masters,Females,Employed percent,v88832741,5.3.3.2,91
2010,New Brunswick,Masters,Females,Employed percent,v88832741,5.3.3.2,94
2000,New Brunswick,Masters,Females,Employed fulltime percent,v88832742,5.3.3.3,84
2005,New Brunswick,Masters,Females,Employed fulltime percent,v88832742,5.3.3.3,79
2010,New Brunswick,Masters,Females,Employed fulltime percent,v88832742,5.3.3.3,90
2000,New Brunswick,Masters,Females,Employed parttime percent,v88832743,5.3.3.4,
2005,New Brunswick,Masters,Females,Employed parttime percent,v88832743,5.3.3.4,9
2010,New Brunswick,Masters,Females,Employed parttime percent,v88832743,5.3.3.4,
2000,New Brunswick,Masters,Females,Out of labour force percent,v88832744,5.3.3.5,
2005,New Brunswick,Masters,Females,Out of labour force percent,v88832744,5.3.3.5,
2010,New Brunswick,Masters,Females,Out of labour force percent,v88832744,5.3.3.5,
2000,New Brunswick,Masters,Females,Unemployed rate,v88832745,5.3.3.6,6
2005,New Brunswick,Masters,Females,Unemployed rate,v88832745,5.3.3.6,8
2010,New Brunswick,Masters,Females,Unemployed rate,v88832745,5.3.3.6,
2000,New Brunswick,Doctorate,Both sexes,Number of graduates,v88832746,5.4.1.1,0
2005,New Brunswick,Doctorate,Both sexes,Number of graduates,v88832746,5.4.1.1,0
2010,New Brunswick,Doctorate,Both sexes,Number of graduates,v88832746,5.4.1.1,0
2000,New Brunswick,Doctorate,Both sexes,Employed percent,v88832747,5.4.1.2,90
2005,New Brunswick,Doctorate,Both sexes,Employed percent,v88832747,5.4.1.2,88
2010,New Brunswick,Doctorate,Both sexes,Employed percent,v88832747,5.4.1.2,100
2000,New Brunswick,Doctorate,Both sexes,Employed fulltime percent,v88832748,5.4.1.3,68
2005,New Brunswick,Doctorate,Both sexes,Employed fulltime percent,v88832748,5.4.1.3,83
2010,New Brunswick,Doctorate,Both sexes,Employed fulltime percent,v88832748,5.4.1.3,100
2000,New Brunswick,Doctorate,Both sexes,Employed parttime percent,v88832749,5.4.1.4,
2005,New Brunswick,Doctorate,Both sexes,Employed parttime percent,v88832749,5.4.1.4,
2010,New Brunswick,Doctorate,Both sexes,Employed parttime percent,v88832749,5.4.1.4,
2000,New Brunswick,Doctorate,Both sexes,Out of labour force percent,v88832750,5.4.1.5,
2005,New Brunswick,Doctorate,Both sexes,Out of labour force percent,v88832750,5.4.1.5,
2010,New Brunswick,Doctorate,Both sexes,Out of labour force percent,v88832750,5.4.1.5,
2000,New Brunswick,Doctorate,Both sexes,Unemployed rate,v88832751,5.4.1.6,
2005,New Brunswick,Doctorate,Both sexes,Unemployed rate,v88832751,5.4.1.6,
2010,New Brunswick,Doctorate,Both sexes,Unemployed rate,v88832751,5.4.1.6,
2000,New Brunswick,Doctorate,Males,Number of graduates,v88832752,5.4.2.1,0
2005,New Brunswick,Doctorate,Males,Number of graduates,v88832752,5.4.2.1,0
2010,New Brunswick,Doctorate,Males,Number of graduates,v88832752,5.4.2.1,0
2000,New Brunswick,Doctorate,Males,Employed percent,v88832753,5.4.2.2,87
2005,New Brunswick,Doctorate,Males,Employed percent,v88832753,5.4.2.2,73
2010,New Brunswick,Doctorate,Males,Employed percent,v88832753,5.4.2.2,100
2000,New Brunswick,Doctorate,Males,Employed fulltime percent,v88832754,5.4.2.3,69
2005,New Brunswick,Doctorate,Males,Employed fulltime percent,v88832754,5.4.2.3,73
2010,New Brunswick,Doctorate,Males,Employed fulltime percent,v88832754,5.4.2.3,100
2000,New Brunswick,Doctorate,Males,Employed parttime percent,v88832755,5.4.2.4,
2005,New Brunswick,Doctorate,Males,Employed parttime percent,v88832755,5.4.2.4,
2010,New Brunswick,Doctorate,Males,Employed parttime percent,v88832755,5.4.2.4,
2000,New Brunswick,Doctorate,Males,Out of labour force percent,v88832756,5.4.2.5,
2005,New Brunswick,Doctorate,Males,Out of labour force percent,v88832756,5.4.2.5,
2010,New Brunswick,Doctorate,Males,Out of labour force percent,v88832756,5.4.2.5,
2000,New Brunswick,Doctorate,Males,Unemployed rate,v88832757,5.4.2.6,
2005,New Brunswick,Doctorate,Males,Unemployed rate,v88832757,5.4.2.6,
2010,New Brunswick,Doctorate,Males,Unemployed rate,v88832757,5.4.2.6,
2000,New Brunswick,Doctorate,Females,Number of graduates,v88832758,5.4.3.1,0
2005,New Brunswick,Doctorate,Females,Number of graduates,v88832758,5.4.3.1,0
2010,New Brunswick,Doctorate,Females,Number of graduates,v88832758,5.4.3.1,0
2000,New Brunswick,Doctorate,Females,Employed percent,v88832759,5.4.3.2,100
2005,New Brunswick,Doctorate,Females,Employed percent,v88832759,5.4.3.2,100
2010,New Brunswick,Doctorate,Females,Employed percent,v88832759,5.4.3.2,100
2000,New Brunswick,Doctorate,Females,Employed fulltime percent,v88832760,5.4.3.3,
2005,New Brunswick,Doctorate,Females,Employed fulltime percent,v88832760,5.4.3.3,92
2010,New Brunswick,Doctorate,Females,Employed fulltime percent,v88832760,5.4.3.3,100
2000,New Brunswick,Doctorate,Females,Employed parttime percent,v88832761,5.4.3.4,
2005,New Brunswick,Doctorate,Females,Employed parttime percent,v88832761,5.4.3.4,
2010,New Brunswick,Doctorate,Females,Employed parttime percent,v88832761,5.4.3.4,
2000,New Brunswick,Doctorate,Females,Out of labour force percent,v88832762,5.4.3.5,
2005,New Brunswick,Doctorate,Females,Out of labour force percent,v88832762,5.4.3.5,
2010,New Brunswick,Doctorate,Females,Out of labour force percent,v88832762,5.4.3.5,
2000,New Brunswick,Doctorate,Females,Unemployed rate,v88832763,5.4.3.6,
2005,New Brunswick,Doctorate,Females,Unemployed rate,v88832763,5.4.3.6,
2010,New Brunswick,Doctorate,Females,Unemployed rate,v88832763,5.4.3.6,
2000,Quebec,College,Both sexes,Number of graduates,v88832764,6.1.1.1,10200
2005,Quebec,College,Both sexes,Number of graduates,v88832764,6.1.1.1,15000
2010,Quebec,College,Both sexes,Number of graduates,v88832764,6.1.1.1,17000
2000,Quebec,College,Both sexes,Employed percent,v88832765,6.1.1.2,91
2005,Quebec,College,Both sexes,Employed percent,v88832765,6.1.1.2,91
2010,Quebec,College,Both sexes,Employed percent,v88832765,6.1.1.2,92
2000,Quebec,College,Both sexes,Employed fulltime percent,v88832766,6.1.1.3,85
2005,Quebec,College,Both sexes,Employed fulltime percent,v88832766,6.1.1.3,80
2010,Quebec,College,Both sexes,Employed fulltime percent,v88832766,6.1.1.3,82
2000,Quebec,College,Both sexes,Employed parttime percent,v88832767,6.1.1.4,6
2005,Quebec,College,Both sexes,Employed parttime percent,v88832767,6.1.1.4,11
2010,Quebec,College,Both sexes,Employed parttime percent,v88832767,6.1.1.4,10
2000,Quebec,College,Both sexes,Out of labour force percent,v88832768,6.1.1.5,3
2005,Quebec,College,Both sexes,Out of labour force percent,v88832768,6.1.1.5,3
2010,Quebec,College,Both sexes,Out of labour force percent,v88832768,6.1.1.5,3
2000,Quebec,College,Both sexes,Unemployed rate,v88832769,6.1.1.6,6
2005,Quebec,College,Both sexes,Unemployed rate,v88832769,6.1.1.6,6
2010,Quebec,College,Both sexes,Unemployed rate,v88832769,6.1.1.6,6
2000,Quebec,College,Males,Number of graduates,v88832770,6.1.2.1,4200
2005,Quebec,College,Males,Number of graduates,v88832770,6.1.2.1,6000
2010,Quebec,College,Males,Number of graduates,v88832770,6.1.2.1,6300
2000,Quebec,College,Males,Employed percent,v88832771,6.1.2.2,90
2005,Quebec,College,Males,Employed percent,v88832771,6.1.2.2,91
2010,Quebec,College,Males,Employed percent,v88832771,6.1.2.2,92
2000,Quebec,College,Males,Employed fulltime percent,v88832772,6.1.2.3,87
2005,Quebec,College,Males,Employed fulltime percent,v88832772,6.1.2.3,84
2010,Quebec,College,Males,Employed fulltime percent,v88832772,6.1.2.3,87
2000,Quebec,College,Males,Employed parttime percent,v88832773,6.1.2.4,2
2005,Quebec,College,Males,Employed parttime percent,v88832773,6.1.2.4,7
2010,Quebec,College,Males,Employed parttime percent,v88832773,6.1.2.4,
2000,Quebec,College,Males,Out of labour force percent,v88832774,6.1.2.5,
2005,Quebec,College,Males,Out of labour force percent,v88832774,6.1.2.5,
2010,Quebec,College,Males,Out of labour force percent,v88832774,6.1.2.5,
2000,Quebec,College,Males,Unemployed rate,v88832775,6.1.2.6,7
2005,Quebec,College,Males,Unemployed rate,v88832775,6.1.2.6,8
2010,Quebec,College,Males,Unemployed rate,v88832775,6.1.2.6,
2000,Quebec,College,Females,Number of graduates,v88832776,6.1.3.1,6000
2005,Quebec,College,Females,Number of graduates,v88832776,6.1.3.1,9000
2010,Quebec,College,Females,Number of graduates,v88832776,6.1.3.1,10700
2000,Quebec,College,Females,Employed percent,v88832777,6.1.3.2,92
2005,Quebec,College,Females,Employed percent,v88832777,6.1.3.2,91
2010,Quebec,College,Females,Employed percent,v88832777,6.1.3.2,91
2000,Quebec,College,Females,Employed fulltime percent,v88832778,6.1.3.3,83
2005,Quebec,College,Females,Employed fulltime percent,v88832778,6.1.3.3,78
2010,Quebec,College,Females,Employed fulltime percent,v88832778,6.1.3.3,79
2000,Quebec,College,Females,Employed parttime percent,v88832779,6.1.3.4,9
2005,Quebec,College,Females,Employed parttime percent,v88832779,6.1.3.4,13
2010,Quebec,College,Females,Employed parttime percent,v88832779,6.1.3.4,12
2000,Quebec,College,Females,Out of labour force percent,v88832780,6.1.3.5,3
2005,Quebec,College,Females,Out of labour force percent,v88832780,6.1.3.5,4
2010,Quebec,College,Females,Out of labour force percent,v88832780,6.1.3.5,
2000,Quebec,College,Females,Unemployed rate,v88832781,6.1.3.6,5
2005,Quebec,College,Females,Unemployed rate,v88832781,6.1.3.6,5
2010,Quebec,College,Females,Unemployed rate,v88832781,6.1.3.6,5
2000,Quebec,Bachelors,Both sexes,Number of graduates,v88832782,6.2.1.1,19200
2005,Quebec,Bachelors,Both sexes,Number of graduates,v88832782,6.2.1.1,22200
2010,Quebec,Bachelors,Both sexes,Number of graduates,v88832782,6.2.1.1,24800
2000,Quebec,Bachelors,Both sexes,Employed percent,v88832783,6.2.1.2,88
2005,Quebec,Bachelors,Both sexes,Employed percent,v88832783,6.2.1.2,91
2010,Quebec,Bachelors,Both sexes,Employed percent,v88832783,6.2.1.2,93
2000,Quebec,Bachelors,Both sexes,Employed fulltime percent,v88832784,6.2.1.3,80
2005,Quebec,Bachelors,Both sexes,Employed fulltime percent,v88832784,6.2.1.3,84
2010,Quebec,Bachelors,Both sexes,Employed fulltime percent,v88832784,6.2.1.3,87
2000,Quebec,Bachelors,Both sexes,Employed parttime percent,v88832785,6.2.1.4,8
2005,Quebec,Bachelors,Both sexes,Employed parttime percent,v88832785,6.2.1.4,6
2010,Quebec,Bachelors,Both sexes,Employed parttime percent,v88832785,6.2.1.4,6
2000,Quebec,Bachelors,Both sexes,Out of labour force percent,v88832786,6.2.1.5,4
2005,Quebec,Bachelors,Both sexes,Out of labour force percent,v88832786,6.2.1.5,4
2010,Quebec,Bachelors,Both sexes,Out of labour force percent,v88832786,6.2.1.5,3
2000,Quebec,Bachelors,Both sexes,Unemployed rate,v88832787,6.2.1.6,8
2005,Quebec,Bachelors,Both sexes,Unemployed rate,v88832787,6.2.1.6,6
2010,Quebec,Bachelors,Both sexes,Unemployed rate,v88832787,6.2.1.6,4
2000,Quebec,Bachelors,Males,Number of graduates,v88832788,6.2.2.1,7500
2005,Quebec,Bachelors,Males,Number of graduates,v88832788,6.2.2.1,8400
2010,Quebec,Bachelors,Males,Number of graduates,v88832788,6.2.2.1,9900
2000,Quebec,Bachelors,Males,Employed percent,v88832789,6.2.2.2,89
2005,Quebec,Bachelors,Males,Employed percent,v88832789,6.2.2.2,95
2010,Quebec,Bachelors,Males,Employed percent,v88832789,6.2.2.2,92
2000,Quebec,Bachelors,Males,Employed fulltime percent,v88832790,6.2.2.3,84
2005,Quebec,Bachelors,Males,Employed fulltime percent,v88832790,6.2.2.3,91
2010,Quebec,Bachelors,Males,Employed fulltime percent,v88832790,6.2.2.3,89
2000,Quebec,Bachelors,Males,Employed parttime percent,v88832791,6.2.2.4,4
2005,Quebec,Bachelors,Males,Employed parttime percent,v88832791,6.2.2.4,4
2010,Quebec,Bachelors,Males,Employed parttime percent,v88832791,6.2.2.4,
2000,Quebec,Bachelors,Males,Out of labour force percent,v88832792,6.2.2.5,2
2005,Quebec,Bachelors,Males,Out of labour force percent,v88832792,6.2.2.5,
2010,Quebec,Bachelors,Males,Out of labour force percent,v88832792,6.2.2.5,
2000,Quebec,Bachelors,Males,Unemployed rate,v88832793,6.2.2.6,9
2005,Quebec,Bachelors,Males,Unemployed rate,v88832793,6.2.2.6,
2010,Quebec,Bachelors,Males,Unemployed rate,v88832793,6.2.2.6,
2000,Quebec,Bachelors,Females,Number of graduates,v88832794,6.2.3.1,11700
2005,Quebec,Bachelors,Females,Number of graduates,v88832794,6.2.3.1,13800
2010,Quebec,Bachelors,Females,Number of graduates,v88832794,6.2.3.1,14900
2000,Quebec,Bachelors,Females,Employed percent,v88832795,6.2.3.2,87
2005,Quebec,Bachelors,Females,Employed percent,v88832795,6.2.3.2,88
2010,Quebec,Bachelors,Females,Employed percent,v88832795,6.2.3.2,93
2000,Quebec,Bachelors,Females,Employed fulltime percent,v88832796,6.2.3.3,77
2005,Quebec,Bachelors,Females,Employed fulltime percent,v88832796,6.2.3.3,79
2010,Quebec,Bachelors,Females,Employed fulltime percent,v88832796,6.2.3.3,86
2000,Quebec,Bachelors,Females,Employed parttime percent,v88832797,6.2.3.4,10
2005,Quebec,Bachelors,Females,Employed parttime percent,v88832797,6.2.3.4,8
2010,Quebec,Bachelors,Females,Employed parttime percent,v88832797,6.2.3.4,8
2000,Quebec,Bachelors,Females,Out of labour force percent,v88832798,6.2.3.5,6
2005,Quebec,Bachelors,Females,Out of labour force percent,v88832798,6.2.3.5,5
2010,Quebec,Bachelors,Females,Out of labour force percent,v88832798,6.2.3.5,
2000,Quebec,Bachelors,Females,Unemployed rate,v88832799,6.2.3.6,8
2005,Quebec,Bachelors,Females,Unemployed rate,v88832799,6.2.3.6,7
2010,Quebec,Bachelors,Females,Unemployed rate,v88832799,6.2.3.6,3
2000,Quebec,Masters,Both sexes,Number of graduates,v88832800,6.3.1.1,6300
2005,Quebec,Masters,Both sexes,Number of graduates,v88832800,6.3.1.1,7600
2010,Quebec,Masters,Both sexes,Number of graduates,v88832800,6.3.1.1,10500
2000,Quebec,Masters,Both sexes,Employed percent,v88832801,6.3.1.2,90
