Ref_Date,Geo,Level,Stats,Vector,Coordinate,Value
2005,Quebec,College,Number of graduates,v88836548,6.1.1,5200
2010,Quebec,College,Number of graduates,v88836548,6.1.1,5300
2000,Quebec,College,Average debt owed at graduation dollars,v88836549,6.1.2,7700
2005,Quebec,College,Average debt owed at graduation dollars,v88836549,6.1.2,8000
2010,Quebec,College,Average debt owed at graduation dollars,v88836549,6.1.2,8800
2000,Quebec,College,Large debt at graduation 25000 and over percent,v88836550,6.1.3,
2005,Quebec,College,Large debt at graduation 25000 and over percent,v88836550,6.1.3,
2010,Quebec,College,Large debt at graduation 25000 and over percent,v88836550,6.1.3,
2000,Quebec,College,Average debt owed at time of interview dollars,v88836551,6.1.4,5000
2005,Quebec,College,Average debt owed at time of interview dollars,v88836551,6.1.4,5500
2010,Quebec,College,Average debt owed at time of interview dollars,v88836551,6.1.4,5100
2000,Quebec,College,Large debt at time of interview 25000 and over percent,v88836552,6.1.5,
2005,Quebec,College,Large debt at time of interview 25000 and over percent,v88836552,6.1.5,
2010,Quebec,College,Large debt at time of interview 25000 and over percent,v88836552,6.1.5,
2000,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,34
2005,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,33
2010,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,43
2000,Quebec,College,Employed interview year percent,v88836554,6.1.7,92
2005,Quebec,College,Employed interview year percent,v88836554,6.1.7,91
2010,Quebec,College,Employed interview year percent,v88836554,6.1.7,91
2000,Quebec,College,Without income year prior to interview percent,v88836555,6.1.8,
2005,Quebec,College,Without income year prior to interview percent,v88836555,6.1.8,
2010,Quebec,College,Without income year prior to interview percent,v88836555,6.1.8,
2000,Quebec,College,Average income  year prior to interview dollars,v88836556,6.1.9,24000
2005,Quebec,College,Average income  year prior to interview dollars,v88836556,6.1.9,26500
2010,Quebec,College,Average income  year prior to interview dollars,v88836556,6.1.9,35500
2000,Quebec,College,Average age at graduation years,v88836557,6.1.10,23
2005,Quebec,College,Average age at graduation years,v88836557,6.1.10,26
2010,Quebec,College,Average age at graduation years,v88836557,6.1.10,27
2000,Quebec,College,Median age at graduation years,v88836558,6.1.11,21
2005,Quebec,College,Median age at graduation years,v88836558,6.1.11,24
2010,Quebec,College,Median age at graduation years,v88836558,6.1.11,25
2000,Quebec,College,Married or living common-law percent,v88836559,6.1.12,39
2005,Quebec,College,Married or living common-law percent,v88836559,6.1.12,48
2010,Quebec,College,Married or living common-law percent,v88836559,6.1.12,64
2000,Quebec,College,With dependent children percent,v88836560,6.1.13,15
2005,Quebec,College,With dependent children percent,v88836560,6.1.13,29
2010,Quebec,College,With dependent children percent,v88836560,6.1.13,41
2000,Quebec,College,With previous postsecondary education percent,v88836561,6.1.14,37
2005,Quebec,College,With previous postsecondary education percent,v88836561,6.1.14,57
2010,Quebec,College,With previous postsecondary education percent,v88836561,6.1.14,62
2000,Quebec,Bachelors,Number of graduates,v88836562,6.2.1,7800
2005,Quebec,Bachelors,Number of graduates,v88836562,6.2.1,8800
2010,Quebec,Bachelors,Number of graduates,v88836562,6.2.1,8700
2000,Quebec,Bachelors,Average debt owed at graduation dollars,v88836563,6.2.2,13100
2005,Quebec,Bachelors,Average debt owed at graduation dollars,v88836563,6.2.2,11400
2010,Quebec,Bachelors,Average debt owed at graduation dollars,v88836563,6.2.2,11900
2000,Quebec,Bachelors,Large debt at graduation 25000 and over percent,v88836564,6.2.3,7
2005,Quebec,Bachelors,Large debt at graduation 25000 and over percent,v88836564,6.2.3,6
2010,Quebec,Bachelors,Large debt at graduation 25000 and over percent,v88836564,6.2.3,7
2000,Quebec,Bachelors,Average debt owed at time of interview dollars,v88836565,6.2.4,8800
2005,Quebec,Bachelors,Average debt owed at time of interview dollars,v88836565,6.2.4,7000
2010,Quebec,Bachelors,Average debt owed at time of interview dollars,v88836565,6.2.4,6300
2000,Quebec,Bachelors,Large debt at time of interview 25000 and over percent,v88836566,6.2.5,4
2005,Quebec,Bachelors,Large debt at time of interview 25000 and over percent,v88836566,6.2.5,
2010,Quebec,Bachelors,Large debt at time of interview 25000 and over percent,v88836566,6.2.5,
2000,Quebec,Bachelors,Percentage of debt paid off at time of interview,v88836567,6.2.6,33
2005,Quebec,Bachelors,Percentage of debt paid off at time of interview,v88836567,6.2.6,38
2010,Quebec,Bachelors,Percentage of debt paid off at time of interview,v88836567,6.2.6,47
2000,Quebec,Bachelors,Employed interview year percent,v88836568,6.2.7,84
2005,Quebec,Bachelors,Employed interview year percent,v88836568,6.2.7,88
2010,Quebec,Bachelors,Employed interview year percent,v88836568,6.2.7,86
2000,Quebec,Bachelors,Without income year prior to interview percent,v88836569,6.2.8,1
2005,Quebec,Bachelors,Without income year prior to interview percent,v88836569,6.2.8,
2010,Quebec,Bachelors,Without income year prior to interview percent,v88836569,6.2.8,
2000,Quebec,Bachelors,Average income  year prior to interview dollars,v88836570,6.2.9,32600
2005,Quebec,Bachelors,Average income  year prior to interview dollars,v88836570,6.2.9,36800
2010,Quebec,Bachelors,Average income  year prior to interview dollars,v88836570,6.2.9,48300
2000,Quebec,Bachelors,Average age at graduation years,v88836571,6.2.10,26
2005,Quebec,Bachelors,Average age at graduation years,v88836571,6.2.10,27
2010,Quebec,Bachelors,Average age at graduation years,v88836571,6.2.10,29
2000,Quebec,Bachelors,Median age at graduation years,v88836572,6.2.11,24
2005,Quebec,Bachelors,Median age at graduation years,v88836572,6.2.11,25
2010,Quebec,Bachelors,Median age at graduation years,v88836572,6.2.11,26
2000,Quebec,Bachelors,Married or living common-law percent,v88836573,6.2.12,49
2005,Quebec,Bachelors,Married or living common-law percent,v88836573,6.2.12,54
2010,Quebec,Bachelors,Married or living common-law percent,v88836573,6.2.12,65
2000,Quebec,Bachelors,With dependent children percent,v88836574,6.2.13,22
2005,Quebec,Bachelors,With dependent children percent,v88836574,6.2.13,31
2010,Quebec,Bachelors,With dependent children percent,v88836574,6.2.13,35
2000,Quebec,Bachelors,With previous postsecondary education percent,v88836575,6.2.14,95
2005,Quebec,Bachelors,With previous postsecondary education percent,v88836575,6.2.14,97
2010,Quebec,Bachelors,With previous postsecondary education percent,v88836575,6.2.14,96
2000,Quebec,Masters,Number of graduates,v88836576,6.3.1,3000
2005,Quebec,Masters,Number of graduates,v88836576,6.3.1,3300
2010,Quebec,Masters,Number of graduates,v88836576,6.3.1,4000
2000,Quebec,Masters,Average debt owed at graduation dollars,v88836577,6.3.2,14900
2005,Quebec,Masters,Average debt owed at graduation dollars,v88836577,6.3.2,13100
2010,Quebec,Masters,Average debt owed at graduation dollars,v88836577,6.3.2,13800
2000,Quebec,Masters,Large debt at graduation 25000 and over percent,v88836578,6.3.3,14
2005,Quebec,Masters,Large debt at graduation 25000 and over percent,v88836578,6.3.3,10
2010,Quebec,Masters,Large debt at graduation 25000 and over percent,v88836578,6.3.3,15
2000,Quebec,Masters,Average debt owed at time of interview dollars,v88836579,6.3.4,9800
2005,Quebec,Masters,Average debt owed at time of interview dollars,v88836579,6.3.4,7700
2010,Quebec,Masters,Average debt owed at time of interview dollars,v88836579,6.3.4,7300
2000,Quebec,Masters,Large debt at time of interview 25000 and over percent,v88836580,6.3.5,7
2005,Quebec,Masters,Large debt at time of interview 25000 and over percent,v88836580,6.3.5,7
2010,Quebec,Masters,Large debt at time of interview 25000 and over percent,v88836580,6.3.5,8
2000,Quebec,Masters,Percentage of debt paid off at time of interview,v88836581,6.3.6,34
2005,Quebec,Masters,Percentage of debt paid off at time of interview,v88836581,6.3.6,40
2010,Quebec,Masters,Percentage of debt paid off at time of interview,v88836581,6.3.6,47
2000,Quebec,Masters,Employed interview year percent,v88836582,6.3.7,90
2005,Quebec,Masters,Employed interview year percent,v88836582,6.3.7,91
2010,Quebec,Masters,Employed interview year percent,v88836582,6.3.7,92
2000,Quebec,Masters,Without income year prior to interview percent,v88836583,6.3.8,
2005,Quebec,Masters,Without income year prior to interview percent,v88836583,6.3.8,
2010,Quebec,Masters,Without income year prior to interview percent,v88836583,6.3.8,
2000,Quebec,Masters,Average income  year prior to interview dollars,v88836584,6.3.9,38000
2005,Quebec,Masters,Average income  year prior to interview dollars,v88836584,6.3.9,43900
2010,Quebec,Masters,Average income  year prior to interview dollars,v88836584,6.3.9,58000
2000,Quebec,Masters,Average age at graduation years,v88836585,6.3.10,30
2005,Quebec,Masters,Average age at graduation years,v88836585,6.3.10,29
2010,Quebec,Masters,Average age at graduation years,v88836585,6.3.10,30
2000,Quebec,Masters,Median age at graduation years,v88836586,6.3.11,27
2005,Quebec,Masters,Median age at graduation years,v88836586,6.3.11,27
2010,Quebec,Masters,Median age at graduation years,v88836586,6.3.11,28
2000,Quebec,Masters,Married or living common-law percent,v88836587,6.3.12,61
2005,Quebec,Masters,Married or living common-law percent,v88836587,6.3.12,61
2010,Quebec,Masters,Married or living common-law percent,v88836587,6.3.12,73
2000,Quebec,Masters,With dependent children percent,v88836588,6.3.13,26
2005,Quebec,Masters,With dependent children percent,v88836588,6.3.13,30
2010,Quebec,Masters,With dependent children percent,v88836588,6.3.13,45
2000,Quebec,Masters,With previous postsecondary education percent,v88836589,6.3.14,100
2005,Quebec,Masters,With previous postsecondary education percent,v88836589,6.3.14,100
2010,Quebec,Masters,With previous postsecondary education percent,v88836589,6.3.14,100
2000,Quebec,Doctorate,Number of graduates,v88836590,6.4.1,600
2005,Quebec,Doctorate,Number of graduates,v88836590,6.4.1,400
2010,Quebec,Doctorate,Number of graduates,v88836590,6.4.1,1000
2000,Quebec,Doctorate,Average debt owed at graduation dollars,v88836591,6.4.2,17300
2005,Quebec,Doctorate,Average debt owed at graduation dollars,v88836591,6.4.2,17900
2010,Quebec,Doctorate,Average debt owed at graduation dollars,v88836591,6.4.2,17900
2000,Quebec,Doctorate,Large debt at graduation 25000 and over percent,v88836592,6.4.3,22
2005,Quebec,Doctorate,Large debt at graduation 25000 and over percent,v88836592,6.4.3,25
2010,Quebec,Doctorate,Large debt at graduation 25000 and over percent,v88836592,6.4.3,25
2000,Quebec,Doctorate,Average debt owed at time of interview dollars,v88836593,6.4.4,10900
2005,Quebec,Doctorate,Average debt owed at time of interview dollars,v88836593,6.4.4,11700
2010,Quebec,Doctorate,Average debt owed at time of interview dollars,v88836593,6.4.4,10900
2000,Quebec,Doctorate,Large debt at time of interview 25000 and over percent,v88836594,6.4.5,16
2005,Quebec,Doctorate,Large debt at time of interview 25000 and over percent,v88836594,6.4.5,16
2010,Quebec,Doctorate,Large debt at time of interview 25000 and over percent,v88836594,6.4.5,
2000,Quebec,Doctorate,Percentage of debt paid off at time of interview,v88836595,6.4.6,38
2005,Quebec,Doctorate,Percentage of debt paid off at time of interview,v88836595,6.4.6,35
2010,Quebec,Doctorate,Percentage of debt paid off at time of interview,v88836595,6.4.6,39
2000,Quebec,Doctorate,Employed interview year percent,v88836596,6.4.7,90
2005,Quebec,Doctorate,Employed interview year percent,v88836596,6.4.7,90
2010,Quebec,Doctorate,Employed interview year percent,v88836596,6.4.7,95
2000,Quebec,Doctorate,Without income year prior to interview percent,v88836597,6.4.8,
2005,Quebec,Doctorate,Without income year prior to interview percent,v88836597,6.4.8,
2010,Quebec,Doctorate,Without income year prior to interview percent,v88836597,6.4.8,
2000,Quebec,Doctorate,Average income  year prior to interview dollars,v88836598,6.4.9,67600
2005,Quebec,Doctorate,Average income  year prior to interview dollars,v88836598,6.4.9,49200
2010,Quebec,Doctorate,Average income  year prior to interview dollars,v88836598,6.4.9,94400
2000,Quebec,Doctorate,Average age at graduation years,v88836599,6.4.10,33
2005,Quebec,Doctorate,Average age at graduation years,v88836599,6.4.10,34
2010,Quebec,Doctorate,Average age at graduation years,v88836599,6.4.10,31
2000,Quebec,Doctorate,Median age at graduation years,v88836600,6.4.11,32
2005,Quebec,Doctorate,Median age at graduation years,v88836600,6.4.11,32
2010,Quebec,Doctorate,Median age at graduation years,v88836600,6.4.11,30
2000,Quebec,Doctorate,Married or living common-law percent,v88836601,6.4.12,71
2005,Quebec,Doctorate,Married or living common-law percent,v88836601,6.4.12,71
2010,Quebec,Doctorate,Married or living common-law percent,v88836601,6.4.12,82
2000,Quebec,Doctorate,With dependent children percent,v88836602,6.4.13,48
2005,Quebec,Doctorate,With dependent children percent,v88836602,6.4.13,54
2010,Quebec,Doctorate,With dependent children percent,v88836602,6.4.13,43
2000,Quebec,Doctorate,With previous postsecondary education percent,v88836603,6.4.14,100
2005,Quebec,Doctorate,With previous postsecondary education percent,v88836603,6.4.14,100
2010,Quebec,Doctorate,With previous postsecondary education percent,v88836603,6.4.14,100
2000,Ontario,College,Number of graduates,v88836604,7.1.1,14900
2005,Ontario,College,Number of graduates,v88836604,7.1.1,9800
2010,Ontario,College,Number of graduates,v88836604,7.1.1,12600
2000,Ontario,College,Average debt owed at graduation dollars,v88836605,7.1.2,15100
2005,Ontario,College,Average debt owed at graduation dollars,v88836605,7.1.2,13800
2010,Ontario,College,Average debt owed at graduation dollars,v88836605,7.1.2,15200
2000,Ontario,College,Large debt at graduation 25000 and over percent,v88836606,7.1.3,18
2005,Ontario,College,Large debt at graduation 25000 and over percent,v88836606,7.1.3,14
2010,Ontario,College,Large debt at graduation 25000 and over percent,v88836606,7.1.3,16
2000,Ontario,College,Average debt owed at time of interview dollars,v88836607,7.1.4,10000
2005,Ontario,College,Average debt owed at time of interview dollars,v88836607,7.1.4,9700
2010,Ontario,College,Average debt owed at time of interview dollars,v88836607,7.1.4,8700
2000,Ontario,College,Large debt at time of interview 25000 and over percent,v88836608,7.1.5,8
2005,Ontario,College,Large debt at time of interview 25000 and over percent,v88836608,7.1.5,13
2010,Ontario,College,Large debt at time of interview 25000 and over percent,v88836608,7.1.5,
2000,Ontario,College,Percentage of debt paid off at time of interview,v88836609,7.1.6,35
2005,Ontario,College,Percentage of debt paid off at time of interview,v88836609,7.1.6,30
2010,Ontario,College,Percentage of debt paid off at time of interview,v88836609,7.1.6,43
2000,Ontario,College,Employed interview year percent,v88836610,7.1.7,88
2005,Ontario,College,Employed interview year percent,v88836610,7.1.7,88
2010,Ontario,College,Employed interview year percent,v88836610,7.1.7,89
2000,Ontario,College,Without income year prior to interview percent,v88836611,7.1.8,
2005,Ontario,College,Without income year prior to interview percent,v88836611,7.1.8,
2010,Ontario,College,Without income year prior to interview percent,v88836611,7.1.8,
2000,Ontario,College,Average income  year prior to interview dollars,v88836612,7.1.9,28000
2005,Ontario,College,Average income  year prior to interview dollars,v88836612,7.1.9,29700
2010,Ontario,College,Average income  year prior to interview dollars,v88836612,7.1.9,35600
2000,Ontario,College,Average age at graduation years,v88836613,7.1.10,27
2005,Ontario,College,Average age at graduation years,v88836613,7.1.10,26
2010,Ontario,College,Average age at graduation years,v88836613,7.1.10,25
2000,Ontario,College,Median age at graduation years,v88836614,7.1.11,24
2005,Ontario,College,Median age at graduation years,v88836614,7.1.11,24
2010,Ontario,College,Median age at graduation years,v88836614,7.1.11,23
2000,Ontario,College,Married or living common-law percent,v88836615,7.1.12,38
2005,Ontario,College,Married or living common-law percent,v88836615,7.1.12,36
2010,Ontario,College,Married or living common-law percent,v88836615,7.1.12,36
2000,Ontario,College,With dependent children percent,v88836616,7.1.13,31
2005,Ontario,College,With dependent children percent,v88836616,7.1.13,31
2010,Ontario,College,With dependent children percent,v88836616,7.1.13,28
2000,Ontario,College,With previous postsecondary education percent,v88836617,7.1.14,37
2005,Ontario,College,With previous postsecondary education percent,v88836617,7.1.14,51
2010,Ontario,College,With previous postsecondary education percent,v88836617,7.1.14,45
2000,Ontario,Bachelors,Number of graduates,v88836618,7.2.1,12900
2005,Ontario,Bachelors,Number of graduates,v88836618,7.2.1,14600
2010,Ontario,Bachelors,Number of graduates,v88836618,7.2.1,15600
2000,Ontario,Bachelors,Average debt owed at graduation dollars,v88836619,7.2.2,22100
2005,Ontario,Bachelors,Average debt owed at graduation dollars,v88836619,7.2.2,19400
2010,Ontario,Bachelors,Average debt owed at graduation dollars,v88836619,7.2.2,22400
2000,Ontario,Bachelors,Large debt at graduation 25000 and over percent,v88836620,7.2.3,42
2005,Ontario,Bachelors,Large debt at graduation 25000 and over percent,v88836620,7.2.3,33
2010,Ontario,Bachelors,Large debt at graduation 25000 and over percent,v88836620,7.2.3,42
2000,Ontario,Bachelors,Average debt owed at time of interview dollars,v88836621,7.2.4,13100
2005,Ontario,Bachelors,Average debt owed at time of interview dollars,v88836621,7.2.4,10700
2010,Ontario,Bachelors,Average debt owed at time of interview dollars,v88836621,7.2.4,8800
2000,Ontario,Bachelors,Large debt at time of interview 25000 and over percent,v88836622,7.2.5,29
2005,Ontario,Bachelors,Large debt at time of interview 25000 and over percent,v88836622,7.2.5,20
2010,Ontario,Bachelors,Large debt at time of interview 25000 and over percent,v88836622,7.2.5,24
2000,Ontario,Bachelors,Percentage of debt paid off at time of interview,v88836623,7.2.6,40
2005,Ontario,Bachelors,Percentage of debt paid off at time of interview,v88836623,7.2.6,44
2010,Ontario,Bachelors,Percentage of debt paid off at time of interview,v88836623,7.2.6,61
2000,Ontario,Bachelors,Employed interview year percent,v88836624,7.2.7,91
2005,Ontario,Bachelors,Employed interview year percent,v88836624,7.2.7,91
2010,Ontario,Bachelors,Employed interview year percent,v88836624,7.2.7,90
2000,Ontario,Bachelors,Without income year prior to interview percent,v88836625,7.2.8,
2005,Ontario,Bachelors,Without income year prior to interview percent,v88836625,7.2.8,
2010,Ontario,Bachelors,Without income year prior to interview percent,v88836625,7.2.8,
2000,Ontario,Bachelors,Average income  year prior to interview dollars,v88836626,7.2.9,35000
2005,Ontario,Bachelors,Average income  year prior to interview dollars,v88836626,7.2.9,40300
2010,Ontario,Bachelors,Average income  year prior to interview dollars,v88836626,7.2.9,49100
2000,Ontario,Bachelors,Average age at graduation years,v88836627,7.2.10,26
2005,Ontario,Bachelors,Average age at graduation years,v88836627,7.2.10,25
2010,Ontario,Bachelors,Average age at graduation years,v88836627,7.2.10,25
2000,Ontario,Bachelors,Median age at graduation years,v88836628,7.2.11,24
2005,Ontario,Bachelors,Median age at graduation years,v88836628,7.2.11,24
2010,Ontario,Bachelors,Median age at graduation years,v88836628,7.2.11,24
2000,Ontario,Bachelors,Married or living common-law percent,v88836629,7.2.12,33
2005,Ontario,Bachelors,Married or living common-law percent,v88836629,7.2.12,31
2010,Ontario,Bachelors,Married or living common-law percent,v88836629,7.2.12,36
2000,Ontario,Bachelors,With dependent children percent,v88836630,7.2.13,16
2005,Ontario,Bachelors,With dependent children percent,v88836630,7.2.13,11
2010,Ontario,Bachelors,With dependent children percent,v88836630,7.2.13,9
2000,Ontario,Bachelors,With previous postsecondary education percent,v88836631,7.2.14,46
2005,Ontario,Bachelors,With previous postsecondary education percent,v88836631,7.2.14,47
2010,Ontario,Bachelors,With previous postsecondary education percent,v88836631,7.2.14,43
2000,Ontario,Masters,Number of graduates,v88836632,7.3.1,3200
2005,Ontario,Masters,Number of graduates,v88836632,7.3.1,3000
2010,Ontario,Masters,Number of graduates,v88836632,7.3.1,3800
2000,Ontario,Masters,Average debt owed at graduation dollars,v88836633,7.3.2,20700
2005,Ontario,Masters,Average debt owed at graduation dollars,v88836633,7.3.2,22000
2010,Ontario,Masters,Average debt owed at graduation dollars,v88836633,7.3.2,24400
2000,Ontario,Masters,Large debt at graduation 25000 and over percent,v88836634,7.3.3,34
2005,Ontario,Masters,Large debt at graduation 25000 and over percent,v88836634,7.3.3,36
2010,Ontario,Masters,Large debt at graduation 25000 and over percent,v88836634,7.3.3,46
2000,Ontario,Masters,Average debt owed at time of interview dollars,v88836635,7.3.4,13000
2005,Ontario,Masters,Average debt owed at time of interview dollars,v88836635,7.3.4,12000
2010,Ontario,Masters,Average debt owed at time of interview dollars,v88836635,7.3.4,9400
2000,Ontario,Masters,Large debt at time of interview 25000 and over percent,v88836636,7.3.5,32
2005,Ontario,Masters,Large debt at time of interview 25000 and over percent,v88836636,7.3.5,26
2010,Ontario,Masters,Large debt at time of interview 25000 and over percent,v88836636,7.3.5,35
2000,Ontario,Masters,Percentage of debt paid off at time of interview,v88836637,7.3.6,36
2005,Ontario,Masters,Percentage of debt paid off at time of interview,v88836637,7.3.6,45
2010,Ontario,Masters,Percentage of debt paid off at time of interview,v88836637,7.3.6,61
2000,Ontario,Masters,Employed interview year percent,v88836638,7.3.7,89
2005,Ontario,Masters,Employed interview year percent,v88836638,7.3.7,91
2010,Ontario,Masters,Employed interview year percent,v88836638,7.3.7,93
2000,Ontario,Masters,Without income year prior to interview percent,v88836639,7.3.8,
2005,Ontario,Masters,Without income year prior to interview percent,v88836639,7.3.8,
2010,Ontario,Masters,Without income year prior to interview percent,v88836639,7.3.8,
2000,Ontario,Masters,Average income  year prior to interview dollars,v88836640,7.3.9,46100
2005,Ontario,Masters,Average income  year prior to interview dollars,v88836640,7.3.9,47300
2010,Ontario,Masters,Average income  year prior to interview dollars,v88836640,7.3.9,63200
2000,Ontario,Masters,Average age at graduation years,v88836641,7.3.10,29
2005,Ontario,Masters,Average age at graduation years,v88836641,7.3.10,28
2010,Ontario,Masters,Average age at graduation years,v88836641,7.3.10,28
2000,Ontario,Masters,Median age at graduation years,v88836642,7.3.11,27
2005,Ontario,Masters,Median age at graduation years,v88836642,7.3.11,27
2010,Ontario,Masters,Median age at graduation years,v88836642,7.3.11,26
2000,Ontario,Masters,Married or living common-law percent,v88836643,7.3.12,42
2005,Ontario,Masters,Married or living common-law percent,v88836643,7.3.12,52
2010,Ontario,Masters,Married or living common-law percent,v88836643,7.3.12,59
2000,Ontario,Masters,With dependent children percent,v88836644,7.3.13,18
2005,Ontario,Masters,With dependent children percent,v88836644,7.3.13,24
2010,Ontario,Masters,With dependent children percent,v88836644,7.3.13,22
2000,Ontario,Masters,With previous postsecondary education percent,v88836645,7.3.14,90
2005,Ontario,Masters,With previous postsecondary education percent,v88836645,7.3.14,96
2010,Ontario,Masters,With previous postsecondary education percent,v88836645,7.3.14,96
2000,Ontario,Doctorate,Number of graduates,v88836646,7.4.1,500
2005,Ontario,Doctorate,Number of graduates,v88836646,7.4.1,500
2010,Ontario,Doctorate,Number of graduates,v88836646,7.4.1,500
2000,Ontario,Doctorate,Average debt owed at graduation dollars,v88836647,7.4.2,20200
2005,Ontario,Doctorate,Average debt owed at graduation dollars,v88836647,7.4.2,25800
2010,Ontario,Doctorate,Average debt owed at graduation dollars,v88836647,7.4.2,28700
2000,Ontario,Doctorate,Large debt at graduation 25000 and over percent,v88836648,7.4.3,30
2005,Ontario,Doctorate,Large debt at graduation 25000 and over percent,v88836648,7.4.3,43
2010,Ontario,Doctorate,Large debt at graduation 25000 and over percent,v88836648,7.4.3,47
2000,Ontario,Doctorate,Average debt owed at time of interview dollars,v88836649,7.4.4,12500
2005,Ontario,Doctorate,Average debt owed at time of interview dollars,v88836649,7.4.4,15200
2010,Ontario,Doctorate,Average debt owed at time of interview dollars,v88836649,7.4.4,12000
2000,Ontario,Doctorate,Large debt at time of interview 25000 and over percent,v88836650,7.4.5,31
2005,Ontario,Doctorate,Large debt at time of interview 25000 and over percent,v88836650,7.4.5,35
2010,Ontario,Doctorate,Large debt at time of interview 25000 and over percent,v88836650,7.4.5,34
2000,Ontario,Doctorate,Percentage of debt paid off at time of interview,v88836651,7.4.6,39
2005,Ontario,Doctorate,Percentage of debt paid off at time of interview,v88836651,7.4.6,41
2010,Ontario,Doctorate,Percentage of debt paid off at time of interview,v88836651,7.4.6,58
2000,Ontario,Doctorate,Employed interview year percent,v88836652,7.4.7,91
2005,Ontario,Doctorate,Employed interview year percent,v88836652,7.4.7,90
2010,Ontario,Doctorate,Employed interview year percent,v88836652,7.4.7,93
2000,Ontario,Doctorate,Without income year prior to interview percent,v88836653,7.4.8,
2005,Ontario,Doctorate,Without income year prior to interview percent,v88836653,7.4.8,
2010,Ontario,Doctorate,Without income year prior to interview percent,v88836653,7.4.8,
2000,Ontario,Doctorate,Average income  year prior to interview dollars,v88836654,7.4.9,49500
2005,Ontario,Doctorate,Average income  year prior to interview dollars,v88836654,7.4.9,57800
2010,Ontario,Doctorate,Average income  year prior to interview dollars,v88836654,7.4.9,78000
2000,Ontario,Doctorate,Average age at graduation years,v88836655,7.4.10,33
2005,Ontario,Doctorate,Average age at graduation years,v88836655,7.4.10,34
2010,Ontario,Doctorate,Average age at graduation years,v88836655,7.4.10,34
2000,Ontario,Doctorate,Median age at graduation years,v88836656,7.4.11,32
2005,Ontario,Doctorate,Median age at graduation years,v88836656,7.4.11,32
2010,Ontario,Doctorate,Median age at graduation years,v88836656,7.4.11,33
2000,Ontario,Doctorate,Married or living common-law percent,v88836657,7.4.12,71
2005,Ontario,Doctorate,Married or living common-law percent,v88836657,7.4.12,73
2010,Ontario,Doctorate,Married or living common-law percent,v88836657,7.4.12,81
2000,Ontario,Doctorate,With dependent children percent,v88836658,7.4.13,40
2005,Ontario,Doctorate,With dependent children percent,v88836658,7.4.13,45
2010,Ontario,Doctorate,With dependent children percent,v88836658,7.4.13,54
2000,Ontario,Doctorate,With previous postsecondary education percent,v88836659,7.4.14,100
2005,Ontario,Doctorate,With previous postsecondary education percent,v88836659,7.4.14,100
2010,Ontario,Doctorate,With previous postsecondary education percent,v88836659,7.4.14,100
2000,Manitoba,College,Number of graduates,v88836660,8.1.1,500
2005,Manitoba,College,Number of graduates,v88836660,8.1.1,500
2010,Manitoba,College,Number of graduates,v88836660,8.1.1,500
2000,Manitoba,College,Average debt owed at graduation dollars,v88836661,8.1.2,10300
2005,Manitoba,College,Average debt owed at graduation dollars,v88836661,8.1.2,10200
2010,Manitoba,College,Average debt owed at graduation dollars,v88836661,8.1.2,11700
2000,Manitoba,College,Large debt at graduation 25000 and over percent,v88836662,8.1.3,4
2005,Manitoba,College,Large debt at graduation 25000 and over percent,v88836662,8.1.3,
2010,Manitoba,College,Large debt at graduation 25000 and over percent,v88836662,8.1.3,10
2000,Manitoba,College,Average debt owed at time of interview dollars,v88836663,8.1.4,7500
2005,Manitoba,College,Average debt owed at time of interview dollars,v88836663,8.1.4,5900
2010,Manitoba,College,Average debt owed at time of interview dollars,v88836663,8.1.4,3800
2000,Manitoba,College,Large debt at time of interview 25000 and over percent,v88836664,8.1.5,6
2005,Manitoba,College,Large debt at time of interview 25000 and over percent,v88836664,8.1.5,
2010,Manitoba,College,Large debt at time of interview 25000 and over percent,v88836664,8.1.5,
2000,Manitoba,College,Percentage of debt paid off at time of interview,v88836665,8.1.6,28
2005,Manitoba,College,Percentage of debt paid off at time of interview,v88836665,8.1.6,42
2010,Manitoba,College,Percentage of debt paid off at time of interview,v88836665,8.1.6,69
2000,Manitoba,College,Employed interview year percent,v88836666,8.1.7,92
2005,Manitoba,College,Employed interview year percent,v88836666,8.1.7,91
2010,Manitoba,College,Employed interview year percent,v88836666,8.1.7,95
2000,Manitoba,College,Without income year prior to interview percent,v88836667,8.1.8,3
2005,Manitoba,College,Without income year prior to interview percent,v88836667,8.1.8,
2010,Manitoba,College,Without income year prior to interview percent,v88836667,8.1.8,
2000,Manitoba,College,Average income  year prior to interview dollars,v88836668,8.1.9,24100
2005,Manitoba,College,Average income  year prior to interview dollars,v88836668,8.1.9,31000
2010,Manitoba,College,Average income  year prior to interview dollars,v88836668,8.1.9,41900
2000,Manitoba,College,Average age at graduation years,v88836669,8.1.10,26
2005,Manitoba,College,Average age at graduation years,v88836669,8.1.10,27
2010,Manitoba,College,Average age at graduation years,v88836669,8.1.10,28
2000,Manitoba,College,Median age at graduation years,v88836670,8.1.11,24
2005,Manitoba,College,Median age at graduation years,v88836670,8.1.11,24
2010,Manitoba,College,Median age at graduation years,v88836670,8.1.11,27
2000,Manitoba,College,Married or living common-law percent,v88836671,8.1.12,41
2005,Manitoba,College,Married or living common-law percent,v88836671,8.1.12,41
