Ref_Date,GEO,LEVEL,STATS,Vector,Coordinate,Value
2010,Nova Scotia,Master's,Median age at graduation (years),v88836474,4.3.11,28.00
2000,Nova Scotia,Master's,Married or living common-law (percent),v88836475,4.3.12,38.00
2005,Nova Scotia,Master's,Married or living common-law (percent),v88836475,4.3.12,63.00
2010,Nova Scotia,Master's,Married or living common-law (percent),v88836475,4.3.12,57.00
2000,Nova Scotia,Master's,With dependent children (percent),v88836476,4.3.13,18.00
2005,Nova Scotia,Master's,With dependent children (percent),v88836476,4.3.13,35.00
2010,Nova Scotia,Master's,With dependent children (percent),v88836476,4.3.13,38.00
2000,Nova Scotia,Master's,With previous postsecondary education (percent),v88836477,4.3.14,93.00
2005,Nova Scotia,Master's,With previous postsecondary education (percent),v88836477,4.3.14,99.00
2010,Nova Scotia,Master's,With previous postsecondary education (percent),v88836477,4.3.14,100.00
2000,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,F
2005,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,0.00
2010,Nova Scotia,Doctorate,Number of graduates,v88836478,4.4.1,0.00
2000,Nova Scotia,Doctorate,Average debt owed at graduation (dollars),v88836479,4.4.2,23400.00
2005,Nova Scotia,Doctorate,Average debt owed at graduation (dollars),v88836479,4.4.2,38000.00
2010,Nova Scotia,Doctorate,Average debt owed at graduation (dollars),v88836479,4.4.2,18400.00
2000,Nova Scotia,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836480,4.4.3,x
2005,Nova Scotia,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836480,4.4.3,50.00
2010,Nova Scotia,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836480,4.4.3,25.00
2000,Nova Scotia,Doctorate,Average debt owed at time of interview (dollars),v88836481,4.4.4,F
2005,Nova Scotia,Doctorate,Average debt owed at time of interview (dollars),v88836481,4.4.4,27800.00
2010,Nova Scotia,Doctorate,Average debt owed at time of interview (dollars),v88836481,4.4.4,8100.00
2000,Nova Scotia,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836482,4.4.5,x
2005,Nova Scotia,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836482,4.4.5,x
2010,Nova Scotia,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836482,4.4.5,x
2000,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,F
2005,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,27.00
2010,Nova Scotia,Doctorate,Percentage of debt paid off at time of interview,v88836483,4.4.6,53.00
2000,Nova Scotia,Doctorate,Employed (interview year) (percent),v88836484,4.4.7,100.00
2005,Nova Scotia,Doctorate,Employed (interview year) (percent),v88836484,4.4.7,100.00
2010,Nova Scotia,Doctorate,Employed (interview year) (percent),v88836484,4.4.7,100.00
2000,Nova Scotia,Doctorate,Without income (year prior to interview) (percent),v88836485,4.4.8,..
2005,Nova Scotia,Doctorate,Without income (year prior to interview) (percent),v88836485,4.4.8,..
2010,Nova Scotia,Doctorate,Without income (year prior to interview) (percent),v88836485,4.4.8,..
2000,Nova Scotia,Doctorate,Average income  (year prior to interview) (dollars),v88836486,4.4.9,46100.00
2005,Nova Scotia,Doctorate,Average income  (year prior to interview) (dollars),v88836486,4.4.9,55100.00
2010,Nova Scotia,Doctorate,Average income  (year prior to interview) (dollars),v88836486,4.4.9,44500.00
2000,Nova Scotia,Doctorate,Average age at graduation (years),v88836487,4.4.10,31.00
2005,Nova Scotia,Doctorate,Average age at graduation (years),v88836487,4.4.10,32.00
2010,Nova Scotia,Doctorate,Average age at graduation (years),v88836487,4.4.10,31.00
2000,Nova Scotia,Doctorate,Median age at graduation (years),v88836488,4.4.11,x
2005,Nova Scotia,Doctorate,Median age at graduation (years),v88836488,4.4.11,32.00
2010,Nova Scotia,Doctorate,Median age at graduation (years),v88836488,4.4.11,32.00
2000,Nova Scotia,Doctorate,Married or living common-law (percent),v88836489,4.4.12,x
2005,Nova Scotia,Doctorate,Married or living common-law (percent),v88836489,4.4.12,83.00
2010,Nova Scotia,Doctorate,Married or living common-law (percent),v88836489,4.4.12,84.00
2000,Nova Scotia,Doctorate,With dependent children (percent),v88836490,4.4.13,x
2005,Nova Scotia,Doctorate,With dependent children (percent),v88836490,4.4.13,x
2010,Nova Scotia,Doctorate,With dependent children (percent),v88836490,4.4.13,67.00
2000,Nova Scotia,Doctorate,With previous postsecondary education (percent),v88836491,4.4.14,100.00
2005,Nova Scotia,Doctorate,With previous postsecondary education (percent),v88836491,4.4.14,100.00
2010,Nova Scotia,Doctorate,With previous postsecondary education (percent),v88836491,4.4.14,100.00
2000,New Brunswick,College,Number of graduates,v88836492,5.1.1,1300.00
2005,New Brunswick,College,Number of graduates,v88836492,5.1.1,1300.00
2010,New Brunswick,College,Number of graduates,v88836492,5.1.1,500.00
2000,New Brunswick,College,Average debt owed at graduation (dollars),v88836493,5.1.2,12300.00
2005,New Brunswick,College,Average debt owed at graduation (dollars),v88836493,5.1.2,13200.00
2010,New Brunswick,College,Average debt owed at graduation (dollars),v88836493,5.1.2,16000.00
2000,New Brunswick,College,"Large debt at graduation ($25,000 and over) (percent)",v88836494,5.1.3,9.00
2005,New Brunswick,College,"Large debt at graduation ($25,000 and over) (percent)",v88836494,5.1.3,12.00
2010,New Brunswick,College,"Large debt at graduation ($25,000 and over) (percent)",v88836494,5.1.3,20.00
2000,New Brunswick,College,Average debt owed at time of interview (dollars),v88836495,5.1.4,9400.00
2005,New Brunswick,College,Average debt owed at time of interview (dollars),v88836495,5.1.4,10600.00
2010,New Brunswick,College,Average debt owed at time of interview (dollars),v88836495,5.1.4,10900.00
2000,New Brunswick,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836496,5.1.5,7.00
2005,New Brunswick,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836496,5.1.5,9.00
2010,New Brunswick,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836496,5.1.5,18.00
2000,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,23.00
2005,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,21.00
2010,New Brunswick,College,Percentage of debt paid off at time of interview,v88836497,5.1.6,32.00
2000,New Brunswick,College,Employed (interview year) (percent),v88836498,5.1.7,89.00
2005,New Brunswick,College,Employed (interview year) (percent),v88836498,5.1.7,87.00
2010,New Brunswick,College,Employed (interview year) (percent),v88836498,5.1.7,86.00
2000,New Brunswick,College,Without income (year prior to interview) (percent),v88836499,5.1.8,F
2005,New Brunswick,College,Without income (year prior to interview) (percent),v88836499,5.1.8,x
2010,New Brunswick,College,Without income (year prior to interview) (percent),v88836499,5.1.8,..
2000,New Brunswick,College,Average income  (year prior to interview) (dollars),v88836500,5.1.9,22000.00
2005,New Brunswick,College,Average income  (year prior to interview) (dollars),v88836500,5.1.9,28000.00
2010,New Brunswick,College,Average income  (year prior to interview) (dollars),v88836500,5.1.9,36400.00
2000,New Brunswick,College,Average age at graduation (years),v88836501,5.1.10,25.00
2005,New Brunswick,College,Average age at graduation (years),v88836501,5.1.10,26.00
2010,New Brunswick,College,Average age at graduation (years),v88836501,5.1.10,25.00
2000,New Brunswick,College,Median age at graduation (years),v88836502,5.1.11,23.00
2005,New Brunswick,College,Median age at graduation (years),v88836502,5.1.11,23.00
2010,New Brunswick,College,Median age at graduation (years),v88836502,5.1.11,23.00
2000,New Brunswick,College,Married or living common-law (percent),v88836503,5.1.12,35.00
2005,New Brunswick,College,Married or living common-law (percent),v88836503,5.1.12,32.00
2010,New Brunswick,College,Married or living common-law (percent),v88836503,5.1.12,43.00
2000,New Brunswick,College,With dependent children (percent),v88836504,5.1.13,25.00
2005,New Brunswick,College,With dependent children (percent),v88836504,5.1.13,29.00
2010,New Brunswick,College,With dependent children (percent),v88836504,5.1.13,32.00
2000,New Brunswick,College,With previous postsecondary education (percent),v88836505,5.1.14,33.00
2005,New Brunswick,College,With previous postsecondary education (percent),v88836505,5.1.14,43.00
2010,New Brunswick,College,With previous postsecondary education (percent),v88836505,5.1.14,30.00
2000,New Brunswick,Bachelor's,Number of graduates,v88836506,5.2.1,1200.00
2005,New Brunswick,Bachelor's,Number of graduates,v88836506,5.2.1,1400.00
2010,New Brunswick,Bachelor's,Number of graduates,v88836506,5.2.1,1400.00
2000,New Brunswick,Bachelor's,Average debt owed at graduation (dollars),v88836507,5.2.2,21900.00
2005,New Brunswick,Bachelor's,Average debt owed at graduation (dollars),v88836507,5.2.2,28500.00
2010,New Brunswick,Bachelor's,Average debt owed at graduation (dollars),v88836507,5.2.2,35200.00
2000,New Brunswick,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836508,5.2.3,44.00
2005,New Brunswick,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836508,5.2.3,60.00
2010,New Brunswick,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836508,5.2.3,68.00
2000,New Brunswick,Bachelor's,Average debt owed at time of interview (dollars),v88836509,5.2.4,16800.00
2005,New Brunswick,Bachelor's,Average debt owed at time of interview (dollars),v88836509,5.2.4,23400.00
2010,New Brunswick,Bachelor's,Average debt owed at time of interview (dollars),v88836509,5.2.4,21200.00
2000,New Brunswick,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836510,5.2.5,32.00
2005,New Brunswick,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836510,5.2.5,53.00
2010,New Brunswick,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836510,5.2.5,49.00
2000,New Brunswick,Bachelor's,Percentage of debt paid off at time of interview,v88836511,5.2.6,21.00
2005,New Brunswick,Bachelor's,Percentage of debt paid off at time of interview,v88836511,5.2.6,18.00
2010,New Brunswick,Bachelor's,Percentage of debt paid off at time of interview,v88836511,5.2.6,40.00
2000,New Brunswick,Bachelor's,Employed (interview year) (percent),v88836512,5.2.7,86.00
2005,New Brunswick,Bachelor's,Employed (interview year) (percent),v88836512,5.2.7,90.00
2010,New Brunswick,Bachelor's,Employed (interview year) (percent),v88836512,5.2.7,92.00
2000,New Brunswick,Bachelor's,Without income (year prior to interview) (percent),v88836513,5.2.8,..
2005,New Brunswick,Bachelor's,Without income (year prior to interview) (percent),v88836513,5.2.8,x
2010,New Brunswick,Bachelor's,Without income (year prior to interview) (percent),v88836513,5.2.8,..
2000,New Brunswick,Bachelor's,Average income  (year prior to interview) (dollars),v88836514,5.2.9,31400.00
2005,New Brunswick,Bachelor's,Average income  (year prior to interview) (dollars),v88836514,5.2.9,34800.00
2010,New Brunswick,Bachelor's,Average income  (year prior to interview) (dollars),v88836514,5.2.9,48400.00
2000,New Brunswick,Bachelor's,Average age at graduation (years),v88836515,5.2.10,25.00
2005,New Brunswick,Bachelor's,Average age at graduation (years),v88836515,5.2.10,25.00
2010,New Brunswick,Bachelor's,Average age at graduation (years),v88836515,5.2.10,25.00
2000,New Brunswick,Bachelor's,Median age at graduation (years),v88836516,5.2.11,23.00
2005,New Brunswick,Bachelor's,Median age at graduation (years),v88836516,5.2.11,24.00
2010,New Brunswick,Bachelor's,Median age at graduation (years),v88836516,5.2.11,24.00
2000,New Brunswick,Bachelor's,Married or living common-law (percent),v88836517,5.2.12,34.00
2005,New Brunswick,Bachelor's,Married or living common-law (percent),v88836517,5.2.12,42.00
2010,New Brunswick,Bachelor's,Married or living common-law (percent),v88836517,5.2.12,61.00
2000,New Brunswick,Bachelor's,With dependent children (percent),v88836518,5.2.13,14.00
2005,New Brunswick,Bachelor's,With dependent children (percent),v88836518,5.2.13,16.00
2010,New Brunswick,Bachelor's,With dependent children (percent),v88836518,5.2.13,32.00
2000,New Brunswick,Bachelor's,With previous postsecondary education (percent),v88836519,5.2.14,31.00
2005,New Brunswick,Bachelor's,With previous postsecondary education (percent),v88836519,5.2.14,49.00
2010,New Brunswick,Bachelor's,With previous postsecondary education (percent),v88836519,5.2.14,50.00
2000,New Brunswick,Master's,Number of graduates,v88836520,5.3.1,100.00
2005,New Brunswick,Master's,Number of graduates,v88836520,5.3.1,100.00
2010,New Brunswick,Master's,Number of graduates,v88836520,5.3.1,100.00
2000,New Brunswick,Master's,Average debt owed at graduation (dollars),v88836521,5.3.2,19600.00
2005,New Brunswick,Master's,Average debt owed at graduation (dollars),v88836521,5.3.2,24400.00
2010,New Brunswick,Master's,Average debt owed at graduation (dollars),v88836521,5.3.2,27000.00
2000,New Brunswick,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836522,5.3.3,31.00
2005,New Brunswick,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836522,5.3.3,45.00
2010,New Brunswick,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836522,5.3.3,43.00
2000,New Brunswick,Master's,Average debt owed at time of interview (dollars),v88836523,5.3.4,14400.00
2005,New Brunswick,Master's,Average debt owed at time of interview (dollars),v88836523,5.3.4,17500.00
2010,New Brunswick,Master's,Average debt owed at time of interview (dollars),v88836523,5.3.4,13900.00
2000,New Brunswick,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836524,5.3.5,29.00
2005,New Brunswick,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836524,5.3.5,43.00
2010,New Brunswick,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836524,5.3.5,37.00
2000,New Brunswick,Master's,Percentage of debt paid off at time of interview,v88836525,5.3.6,26.00
2005,New Brunswick,Master's,Percentage of debt paid off at time of interview,v88836525,5.3.6,29.00
2010,New Brunswick,Master's,Percentage of debt paid off at time of interview,v88836525,5.3.6,48.00
2000,New Brunswick,Master's,Employed (interview year) (percent),v88836526,5.3.7,95.00
2005,New Brunswick,Master's,Employed (interview year) (percent),v88836526,5.3.7,91.00
2010,New Brunswick,Master's,Employed (interview year) (percent),v88836526,5.3.7,89.00
2000,New Brunswick,Master's,Without income (year prior to interview) (percent),v88836527,5.3.8,..
2005,New Brunswick,Master's,Without income (year prior to interview) (percent),v88836527,5.3.8,x
2010,New Brunswick,Master's,Without income (year prior to interview) (percent),v88836527,5.3.8,..
2000,New Brunswick,Master's,Average income  (year prior to interview) (dollars),v88836528,5.3.9,41400.00
2005,New Brunswick,Master's,Average income  (year prior to interview) (dollars),v88836528,5.3.9,44400.00
2010,New Brunswick,Master's,Average income  (year prior to interview) (dollars),v88836528,5.3.9,57200.00
2000,New Brunswick,Master's,Average age at graduation (years),v88836529,5.3.10,29.00
2005,New Brunswick,Master's,Average age at graduation (years),v88836529,5.3.10,30.00
2010,New Brunswick,Master's,Average age at graduation (years),v88836529,5.3.10,29.00
2000,New Brunswick,Master's,Median age at graduation (years),v88836530,5.3.11,27.00
2005,New Brunswick,Master's,Median age at graduation (years),v88836530,5.3.11,29.00
2010,New Brunswick,Master's,Median age at graduation (years),v88836530,5.3.11,28.00
2000,New Brunswick,Master's,Married or living common-law (percent),v88836531,5.3.12,47.00
2005,New Brunswick,Master's,Married or living common-law (percent),v88836531,5.3.12,52.00
2010,New Brunswick,Master's,Married or living common-law (percent),v88836531,5.3.12,67.00
2000,New Brunswick,Master's,With dependent children (percent),v88836532,5.3.13,24.00
2005,New Brunswick,Master's,With dependent children (percent),v88836532,5.3.13,25.00
2010,New Brunswick,Master's,With dependent children (percent),v88836532,5.3.13,38.00
2000,New Brunswick,Master's,With previous postsecondary education (percent),v88836533,5.3.14,100.00
2005,New Brunswick,Master's,With previous postsecondary education (percent),v88836533,5.3.14,100.00
2010,New Brunswick,Master's,With previous postsecondary education (percent),v88836533,5.3.14,100.00
2000,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,x
2005,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,0.00
2010,New Brunswick,Doctorate,Number of graduates,v88836534,5.4.1,0.00
2000,New Brunswick,Doctorate,Average debt owed at graduation (dollars),v88836535,5.4.2,x
2005,New Brunswick,Doctorate,Average debt owed at graduation (dollars),v88836535,5.4.2,45200.00
2010,New Brunswick,Doctorate,Average debt owed at graduation (dollars),v88836535,5.4.2,48500.00
2000,New Brunswick,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836536,5.4.3,x
2005,New Brunswick,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836536,5.4.3,67.00
2010,New Brunswick,Doctorate,"Large debt at graduation ($25,000 and over) (percent)",v88836536,5.4.3,x
2000,New Brunswick,Doctorate,Average debt owed at time of interview (dollars),v88836537,5.4.4,x
2005,New Brunswick,Doctorate,Average debt owed at time of interview (dollars),v88836537,5.4.4,35500.00
2010,New Brunswick,Doctorate,Average debt owed at time of interview (dollars),v88836537,5.4.4,F
2000,New Brunswick,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836538,5.4.5,x
2005,New Brunswick,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836538,5.4.5,x
2010,New Brunswick,Doctorate,"Large debt at time of interview ($25,000 and over) (percent)",v88836538,5.4.5,x
2000,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,F
2005,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,21.00
2010,New Brunswick,Doctorate,Percentage of debt paid off at time of interview,v88836539,5.4.6,F
2000,New Brunswick,Doctorate,Employed (interview year) (percent),v88836540,5.4.7,x
2005,New Brunswick,Doctorate,Employed (interview year) (percent),v88836540,5.4.7,100.00
2010,New Brunswick,Doctorate,Employed (interview year) (percent),v88836540,5.4.7,100.00
2000,New Brunswick,Doctorate,Without income (year prior to interview) (percent),v88836541,5.4.8,..
2005,New Brunswick,Doctorate,Without income (year prior to interview) (percent),v88836541,5.4.8,..
2010,New Brunswick,Doctorate,Without income (year prior to interview) (percent),v88836541,5.4.8,..
2000,New Brunswick,Doctorate,Average income  (year prior to interview) (dollars),v88836542,5.4.9,x
2005,New Brunswick,Doctorate,Average income  (year prior to interview) (dollars),v88836542,5.4.9,63800.00
2010,New Brunswick,Doctorate,Average income  (year prior to interview) (dollars),v88836542,5.4.9,79200.00
2000,New Brunswick,Doctorate,Average age at graduation (years),v88836543,5.4.10,x
2005,New Brunswick,Doctorate,Average age at graduation (years),v88836543,5.4.10,36.00
2010,New Brunswick,Doctorate,Average age at graduation (years),v88836543,5.4.10,40.00
2000,New Brunswick,Doctorate,Median age at graduation (years),v88836544,5.4.11,x
2005,New Brunswick,Doctorate,Median age at graduation (years),v88836544,5.4.11,x
2010,New Brunswick,Doctorate,Median age at graduation (years),v88836544,5.4.11,x
2000,New Brunswick,Doctorate,Married or living common-law (percent),v88836545,5.4.12,x
2005,New Brunswick,Doctorate,Married or living common-law (percent),v88836545,5.4.12,100.00
2010,New Brunswick,Doctorate,Married or living common-law (percent),v88836545,5.4.12,x
2000,New Brunswick,Doctorate,With dependent children (percent),v88836546,5.4.13,x
2005,New Brunswick,Doctorate,With dependent children (percent),v88836546,5.4.13,67.00
2010,New Brunswick,Doctorate,With dependent children (percent),v88836546,5.4.13,x
2000,New Brunswick,Doctorate,With previous postsecondary education (percent),v88836547,5.4.14,x
2005,New Brunswick,Doctorate,With previous postsecondary education (percent),v88836547,5.4.14,100.00
2010,New Brunswick,Doctorate,With previous postsecondary education (percent),v88836547,5.4.14,100.00
2000,Quebec,College,Number of graduates,v88836548,6.1.1,5100.00
2005,Quebec,College,Number of graduates,v88836548,6.1.1,5200.00
2010,Quebec,College,Number of graduates,v88836548,6.1.1,5300.00
2000,Quebec,College,Average debt owed at graduation (dollars),v88836549,6.1.2,7700.00
2005,Quebec,College,Average debt owed at graduation (dollars),v88836549,6.1.2,8000.00
2010,Quebec,College,Average debt owed at graduation (dollars),v88836549,6.1.2,8800.00
2000,Quebec,College,"Large debt at graduation ($25,000 and over) (percent)",v88836550,6.1.3,x
2005,Quebec,College,"Large debt at graduation ($25,000 and over) (percent)",v88836550,6.1.3,F
2010,Quebec,College,"Large debt at graduation ($25,000 and over) (percent)",v88836550,6.1.3,F
2000,Quebec,College,Average debt owed at time of interview (dollars),v88836551,6.1.4,5000.00
2005,Quebec,College,Average debt owed at time of interview (dollars),v88836551,6.1.4,5500.00
2010,Quebec,College,Average debt owed at time of interview (dollars),v88836551,6.1.4,5100.00
2000,Quebec,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836552,6.1.5,x
2005,Quebec,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836552,6.1.5,x
2010,Quebec,College,"Large debt at time of interview ($25,000 and over) (percent)",v88836552,6.1.5,x
2000,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,34.00
2005,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,33.00
2010,Quebec,College,Percentage of debt paid off at time of interview,v88836553,6.1.6,43.00
2000,Quebec,College,Employed (interview year) (percent),v88836554,6.1.7,92.00
2005,Quebec,College,Employed (interview year) (percent),v88836554,6.1.7,91.00
2010,Quebec,College,Employed (interview year) (percent),v88836554,6.1.7,91.00
2000,Quebec,College,Without income (year prior to interview) (percent),v88836555,6.1.8,F
2005,Quebec,College,Without income (year prior to interview) (percent),v88836555,6.1.8,x
2010,Quebec,College,Without income (year prior to interview) (percent),v88836555,6.1.8,x
2000,Quebec,College,Average income  (year prior to interview) (dollars),v88836556,6.1.9,24000.00
2005,Quebec,College,Average income  (year prior to interview) (dollars),v88836556,6.1.9,26500.00
2010,Quebec,College,Average income  (year prior to interview) (dollars),v88836556,6.1.9,35500.00
2000,Quebec,College,Average age at graduation (years),v88836557,6.1.10,23.00
2005,Quebec,College,Average age at graduation (years),v88836557,6.1.10,26.00
2010,Quebec,College,Average age at graduation (years),v88836557,6.1.10,27.00
2000,Quebec,College,Median age at graduation (years),v88836558,6.1.11,21.00
2005,Quebec,College,Median age at graduation (years),v88836558,6.1.11,24.00
2010,Quebec,College,Median age at graduation (years),v88836558,6.1.11,25.00
2000,Quebec,College,Married or living common-law (percent),v88836559,6.1.12,39.00
2005,Quebec,College,Married or living common-law (percent),v88836559,6.1.12,48.00
2010,Quebec,College,Married or living common-law (percent),v88836559,6.1.12,64.00
2000,Quebec,College,With dependent children (percent),v88836560,6.1.13,15.00
2005,Quebec,College,With dependent children (percent),v88836560,6.1.13,29.00
2010,Quebec,College,With dependent children (percent),v88836560,6.1.13,41.00
2000,Quebec,College,With previous postsecondary education (percent),v88836561,6.1.14,37.00
2005,Quebec,College,With previous postsecondary education (percent),v88836561,6.1.14,57.00
2010,Quebec,College,With previous postsecondary education (percent),v88836561,6.1.14,62.00
2000,Quebec,Bachelor's,Number of graduates,v88836562,6.2.1,7800.00
2005,Quebec,Bachelor's,Number of graduates,v88836562,6.2.1,8800.00
2010,Quebec,Bachelor's,Number of graduates,v88836562,6.2.1,8700.00
2000,Quebec,Bachelor's,Average debt owed at graduation (dollars),v88836563,6.2.2,13100.00
2005,Quebec,Bachelor's,Average debt owed at graduation (dollars),v88836563,6.2.2,11400.00
2010,Quebec,Bachelor's,Average debt owed at graduation (dollars),v88836563,6.2.2,11900.00
2000,Quebec,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836564,6.2.3,7.00
2005,Quebec,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836564,6.2.3,6.00
2010,Quebec,Bachelor's,"Large debt at graduation ($25,000 and over) (percent)",v88836564,6.2.3,7.00
2000,Quebec,Bachelor's,Average debt owed at time of interview (dollars),v88836565,6.2.4,8800.00
2005,Quebec,Bachelor's,Average debt owed at time of interview (dollars),v88836565,6.2.4,7000.00
2010,Quebec,Bachelor's,Average debt owed at time of interview (dollars),v88836565,6.2.4,6300.00
2000,Quebec,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836566,6.2.5,4.00
2005,Quebec,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836566,6.2.5,F
2010,Quebec,Bachelor's,"Large debt at time of interview ($25,000 and over) (percent)",v88836566,6.2.5,F
2000,Quebec,Bachelor's,Percentage of debt paid off at time of interview,v88836567,6.2.6,33.00
2005,Quebec,Bachelor's,Percentage of debt paid off at time of interview,v88836567,6.2.6,38.00
2010,Quebec,Bachelor's,Percentage of debt paid off at time of interview,v88836567,6.2.6,47.00
2000,Quebec,Bachelor's,Employed (interview year) (percent),v88836568,6.2.7,84.00
2005,Quebec,Bachelor's,Employed (interview year) (percent),v88836568,6.2.7,88.00
2010,Quebec,Bachelor's,Employed (interview year) (percent),v88836568,6.2.7,86.00
2000,Quebec,Bachelor's,Without income (year prior to interview) (percent),v88836569,6.2.8,1.00
2005,Quebec,Bachelor's,Without income (year prior to interview) (percent),v88836569,6.2.8,x
2010,Quebec,Bachelor's,Without income (year prior to interview) (percent),v88836569,6.2.8,x
2000,Quebec,Bachelor's,Average income  (year prior to interview) (dollars),v88836570,6.2.9,32600.00
2005,Quebec,Bachelor's,Average income  (year prior to interview) (dollars),v88836570,6.2.9,36800.00
2010,Quebec,Bachelor's,Average income  (year prior to interview) (dollars),v88836570,6.2.9,48300.00
2000,Quebec,Bachelor's,Average age at graduation (years),v88836571,6.2.10,26.00
2005,Quebec,Bachelor's,Average age at graduation (years),v88836571,6.2.10,27.00
2010,Quebec,Bachelor's,Average age at graduation (years),v88836571,6.2.10,29.00
2000,Quebec,Bachelor's,Median age at graduation (years),v88836572,6.2.11,24.00
2005,Quebec,Bachelor's,Median age at graduation (years),v88836572,6.2.11,25.00
2010,Quebec,Bachelor's,Median age at graduation (years),v88836572,6.2.11,26.00
2000,Quebec,Bachelor's,Married or living common-law (percent),v88836573,6.2.12,49.00
2005,Quebec,Bachelor's,Married or living common-law (percent),v88836573,6.2.12,54.00
2010,Quebec,Bachelor's,Married or living common-law (percent),v88836573,6.2.12,65.00
2000,Quebec,Bachelor's,With dependent children (percent),v88836574,6.2.13,22.00
2005,Quebec,Bachelor's,With dependent children (percent),v88836574,6.2.13,31.00
2010,Quebec,Bachelor's,With dependent children (percent),v88836574,6.2.13,35.00
2000,Quebec,Bachelor's,With previous postsecondary education (percent),v88836575,6.2.14,95.00
2005,Quebec,Bachelor's,With previous postsecondary education (percent),v88836575,6.2.14,97.00
2010,Quebec,Bachelor's,With previous postsecondary education (percent),v88836575,6.2.14,96.00
2000,Quebec,Master's,Number of graduates,v88836576,6.3.1,3000.00
2005,Quebec,Master's,Number of graduates,v88836576,6.3.1,3300.00
2010,Quebec,Master's,Number of graduates,v88836576,6.3.1,4000.00
2000,Quebec,Master's,Average debt owed at graduation (dollars),v88836577,6.3.2,14900.00
2005,Quebec,Master's,Average debt owed at graduation (dollars),v88836577,6.3.2,13100.00
2010,Quebec,Master's,Average debt owed at graduation (dollars),v88836577,6.3.2,13800.00
2000,Quebec,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836578,6.3.3,14.00
2005,Quebec,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836578,6.3.3,10.00
2010,Quebec,Master's,"Large debt at graduation ($25,000 and over) (percent)",v88836578,6.3.3,15.00
2000,Quebec,Master's,Average debt owed at time of interview (dollars),v88836579,6.3.4,9800.00
2005,Quebec,Master's,Average debt owed at time of interview (dollars),v88836579,6.3.4,7700.00
2010,Quebec,Master's,Average debt owed at time of interview (dollars),v88836579,6.3.4,7300.00
2000,Quebec,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836580,6.3.5,7.00
2005,Quebec,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836580,6.3.5,7.00
2010,Quebec,Master's,"Large debt at time of interview ($25,000 and over) (percent)",v88836580,6.3.5,8.00
2000,Quebec,Master's,Percentage of debt paid off at time of interview,v88836581,6.3.6,34.00
2005,Quebec,Master's,Percentage of debt paid off at time of interview,v88836581,6.3.6,40.00
2010,Quebec,Master's,Percentage of debt paid off at time of interview,v88836581,6.3.6,47.00
