Ref_Date,GEO,HAR,Vector,Coordinate,Value
1948,New Brunswick,Average farm price (dollars per ton),v47257,10.4,20.00
1949,New Brunswick,Average farm price (dollars per ton),v47257,10.4,24.00
1950,New Brunswick,Average farm price (dollars per ton),v47257,10.4,20.80
1951,New Brunswick,Average farm price (dollars per ton),v47257,10.4,29.00
1952,New Brunswick,Average farm price (dollars per ton),v47257,10.4,19.00
1953,New Brunswick,Average farm price (dollars per ton),v47257,10.4,14.00
1954,New Brunswick,Average farm price (dollars per ton),v47257,10.4,16.00
1955,New Brunswick,Average farm price (dollars per ton),v47257,10.4,30.00
1956,New Brunswick,Average farm price (dollars per ton),v47257,10.4,28.60
1957,New Brunswick,Average farm price (dollars per ton),v47257,10.4,30.00
1958,New Brunswick,Average farm price (dollars per ton),v47257,10.4,18.50
1959,New Brunswick,Average farm price (dollars per ton),v47257,10.4,17.00
1960,New Brunswick,Average farm price (dollars per ton),v47257,10.4,19.00
1961,New Brunswick,Average farm price (dollars per ton),v47257,10.4,19.50
1962,New Brunswick,Average farm price (dollars per ton),v47257,10.4,19.00
1963,New Brunswick,Average farm price (dollars per ton),v47257,10.4,17.00
1964,New Brunswick,Average farm price (dollars per ton),v47257,10.4,19.00
1965,New Brunswick,Average farm price (dollars per ton),v47257,10.4,24.50
1966,New Brunswick,Average farm price (dollars per ton),v47257,10.4,24.70
1967,New Brunswick,Average farm price (dollars per ton),v47257,10.4,26.00
1968,New Brunswick,Average farm price (dollars per ton),v47257,10.4,27.00
1969,New Brunswick,Average farm price (dollars per ton),v47257,10.4,38.00
1970,New Brunswick,Average farm price (dollars per ton),v47257,10.4,27.00
1971,New Brunswick,Average farm price (dollars per ton),v47257,10.4,26.00
1972,New Brunswick,Average farm price (dollars per ton),v47257,10.4,40.00
1973,New Brunswick,Average farm price (dollars per ton),v47257,10.4,54.40
1974,New Brunswick,Average farm price (dollars per ton),v47257,10.4,78.20
1975,New Brunswick,Average farm price (dollars per ton),v47257,10.4,144.40
1908,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,552.00
1909,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,518.00
1910,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,538.00
1911,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1395.00
1912,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,871.00
1913,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1271.00
1914,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,853.00
1915,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,869.00
1916,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1424.00
1917,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1412.00
1918,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,3757.00
1919,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,5155.00
1920,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1414.00
1921,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1054.00
1922,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,2510.00
1923,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1592.00
1924,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,570.00
1925,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1348.00
1926,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1295.00
1927,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,874.00
1928,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1186.00
1929,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1355.00
1930,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,898.00
1931,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,440.00
1932,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1030.00
1933,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,630.00
1934,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,731.00
1935,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,677.00
1936,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1123.00
1937,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1104.00
1938,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1153.00
1939,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1469.00
1940,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1169.00
1941,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1389.00
1942,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1218.00
1943,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,2639.00
1944,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,3158.00
1945,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,949.00
1946,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1044.00
1947,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,952.00
1948,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1260.00
1949,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1224.00
1950,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,998.00
1951,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1392.00
1952,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,855.00
1953,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,588.00
1954,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,512.00
1955,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,1200.00
1956,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,858.00
1957,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,930.00
1958,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,555.00
1959,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,476.00
1960,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,342.00
1961,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,332.00
1962,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,323.00
1963,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,357.00
1964,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,361.00
1965,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,343.00
1966,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,346.00
1967,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,260.00
1968,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,216.00
1969,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,190.00
1970,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,162.00
1971,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,104.00
1972,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,120.00
1973,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,218.00
1974,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,626.00
1975,New Brunswick,"Total farm value (dollars x 1,000)",v47269,10.5,375.00
1908,Quebec,Seeded area (acres),v47222,4.1,35500.00
1909,Quebec,Seeded area (acres),v47222,4.1,33800.00
1910,Quebec,Seeded area (acres),v47222,4.1,13400.00
1911,Quebec,Seeded area (acres),v47222,4.1,14400.00
1912,Quebec,Seeded area (acres),v47222,4.1,12000.00
1913,Quebec,Seeded area (acres),v47222,4.1,11000.00
1914,Quebec,Seeded area (acres),v47222,4.1,10500.00
1915,Quebec,Seeded area (acres),v47222,4.1,10200.00
1916,Quebec,Seeded area (acres),v47222,4.1,10000.00
1917,Quebec,Seeded area (acres),v47222,4.1,70200.00
1918,Quebec,Seeded area (acres),v47222,4.1,95500.00
1919,Quebec,Seeded area (acres),v47222,4.1,87500.00
1920,Quebec,Seeded area (acres),v47222,4.1,83600.00
1921,Quebec,Seeded area (acres),v47222,4.1,53100.00
1922,Quebec,Seeded area (acres),v47222,4.1,48800.00
1923,Quebec,Seeded area (acres),v47222,4.1,33900.00
1924,Quebec,Seeded area (acres),v47222,4.1,33600.00
1925,Quebec,Seeded area (acres),v47222,4.1,34000.00
1926,Quebec,Seeded area (acres),v47222,4.1,34000.00
1927,Quebec,Seeded area (acres),v47222,4.1,34000.00
1928,Quebec,Seeded area (acres),v47222,4.1,34000.00
1929,Quebec,Seeded area (acres),v47222,4.1,40400.00
1930,Quebec,Seeded area (acres),v47222,4.1,59300.00
1931,Quebec,Seeded area (acres),v47222,4.1,25800.00
1932,Quebec,Seeded area (acres),v47222,4.1,33300.00
1933,Quebec,Seeded area (acres),v47222,4.1,36400.00
1934,Quebec,Seeded area (acres),v47222,4.1,38800.00
1935,Quebec,Seeded area (acres),v47222,4.1,37800.00
1936,Quebec,Seeded area (acres),v47222,4.1,37200.00
1937,Quebec,Seeded area (acres),v47222,4.1,37600.00
1938,Quebec,Seeded area (acres),v47222,4.1,37600.00
1939,Quebec,Seeded area (acres),v47222,4.1,38200.00
1940,Quebec,Seeded area (acres),v47222,4.1,36600.00
1941,Quebec,Seeded area (acres),v47222,4.1,30600.00
1942,Quebec,Seeded area (acres),v47222,4.1,28400.00
1943,Quebec,Seeded area (acres),v47222,4.1,28400.00
1944,Quebec,Seeded area (acres),v47222,4.1,23300.00
1945,Quebec,Seeded area (acres),v47222,4.1,18700.00
1946,Quebec,Seeded area (acres),v47222,4.1,13800.00
1947,Quebec,Seeded area (acres),v47222,4.1,14100.00
1948,Quebec,Seeded area (acres),v47222,4.1,11900.00
1949,Quebec,Seeded area (acres),v47222,4.1,12200.00
1950,Quebec,Seeded area (acres),v47222,4.1,13800.00
1951,Quebec,Seeded area (acres),v47222,4.1,11500.00
1952,Quebec,Seeded area (acres),v47222,4.1,10300.00
1953,Quebec,Seeded area (acres),v47222,4.1,10800.00
1954,Quebec,Seeded area (acres),v47222,4.1,10300.00
1955,Quebec,Seeded area (acres),v47222,4.1,10500.00
1956,Quebec,Seeded area (acres),v47222,4.1,10100.00
1957,Quebec,Seeded area (acres),v47222,4.1,8300.00
1958,Quebec,Seeded area (acres),v47222,4.1,8700.00
1959,Quebec,Seeded area (acres),v47222,4.1,7300.00
1960,Quebec,Seeded area (acres),v47222,4.1,5800.00
1961,Quebec,Seeded area (acres),v47222,4.1,7000.00
1962,Quebec,Seeded area (acres),v47222,4.1,6900.00
1963,Quebec,Seeded area (acres),v47222,4.1,6100.00
1964,Quebec,Seeded area (acres),v47222,4.1,5100.00
1965,Quebec,Seeded area (acres),v47222,4.1,4700.00
1966,Quebec,Seeded area (acres),v47222,4.1,4100.00
1967,Quebec,Seeded area (acres),v47222,4.1,3700.00
1968,Quebec,Seeded area (acres),v47222,4.1,4000.00
1969,Quebec,Seeded area (acres),v47222,4.1,3500.00
1970,Quebec,Seeded area (acres),v47222,4.1,3000.00
1971,Quebec,Seeded area (acres),v47222,4.1,3500.00
1972,Quebec,Seeded area (acres),v47222,4.1,3600.00
1973,Quebec,Seeded area (acres),v47222,4.1,3500.00
1974,Quebec,Seeded area (acres),v47222,4.1,3500.00
1975,Quebec,Seeded area (acres),v47222,4.1,3500.00
1976,Quebec,Seeded area (acres),v47222,4.1,3000.00
1908,Quebec,Average yield (tons per acre),v47234,4.2,7.41
1909,Quebec,Average yield (tons per acre),v47234,4.2,9.23
1910,Quebec,Average yield (tons per acre),v47234,4.2,9.63
1911,Quebec,Average yield (tons per acre),v47234,4.2,7.29
1912,Quebec,Average yield (tons per acre),v47234,4.2,6.33
1913,Quebec,Average yield (tons per acre),v47234,4.2,7.45
1914,Quebec,Average yield (tons per acre),v47234,4.2,8.19
1915,Quebec,Average yield (tons per acre),v47234,4.2,7.74
1916,Quebec,Average yield (tons per acre),v47234,4.2,6.60
1917,Quebec,Average yield (tons per acre),v47234,4.2,5.61
1918,Quebec,Average yield (tons per acre),v47234,4.2,7.39
1919,Quebec,Average yield (tons per acre),v47234,4.2,7.93
1920,Quebec,Average yield (tons per acre),v47234,4.2,8.23
1921,Quebec,Average yield (tons per acre),v47234,4.2,7.97
1922,Quebec,Average yield (tons per acre),v47234,4.2,7.91
1923,Quebec,Average yield (tons per acre),v47234,4.2,9.68
1924,Quebec,Average yield (tons per acre),v47234,4.2,8.07
1925,Quebec,Average yield (tons per acre),v47234,4.2,5.41
1926,Quebec,Average yield (tons per acre),v47234,4.2,7.26
1927,Quebec,Average yield (tons per acre),v47234,4.2,7.59
1928,Quebec,Average yield (tons per acre),v47234,4.2,8.15
1929,Quebec,Average yield (tons per acre),v47234,4.2,10.32
1930,Quebec,Average yield (tons per acre),v47234,4.2,9.14
1931,Quebec,Average yield (tons per acre),v47234,4.2,12.87
1932,Quebec,Average yield (tons per acre),v47234,4.2,13.18
1933,Quebec,Average yield (tons per acre),v47234,4.2,10.77
1934,Quebec,Average yield (tons per acre),v47234,4.2,13.14
1935,Quebec,Average yield (tons per acre),v47234,4.2,9.66
1936,Quebec,Average yield (tons per acre),v47234,4.2,10.56
1937,Quebec,Average yield (tons per acre),v47234,4.2,8.27
1938,Quebec,Average yield (tons per acre),v47234,4.2,8.75
1939,Quebec,Average yield (tons per acre),v47234,4.2,8.12
1940,Quebec,Average yield (tons per acre),v47234,4.2,8.17
1941,Quebec,Average yield (tons per acre),v47234,4.2,8.15
1942,Quebec,Average yield (tons per acre),v47234,4.2,8.75
1943,Quebec,Average yield (tons per acre),v47234,4.2,9.05
1944,Quebec,Average yield (tons per acre),v47234,4.2,8.20
1945,Quebec,Average yield (tons per acre),v47234,4.2,7.50
1946,Quebec,Average yield (tons per acre),v47234,4.2,8.60
1947,Quebec,Average yield (tons per acre),v47234,4.2,6.88
1948,Quebec,Average yield (tons per acre),v47234,4.2,9.35
1949,Quebec,Average yield (tons per acre),v47234,4.2,8.45
1950,Quebec,Average yield (tons per acre),v47234,4.2,9.30
1951,Quebec,Average yield (tons per acre),v47234,4.2,10.50
1952,Quebec,Average yield (tons per acre),v47234,4.2,8.10
1953,Quebec,Average yield (tons per acre),v47234,4.2,8.75
1954,Quebec,Average yield (tons per acre),v47234,4.2,6.80
1955,Quebec,Average yield (tons per acre),v47234,4.2,7.25
1956,Quebec,Average yield (tons per acre),v47234,4.2,8.25
1957,Quebec,Average yield (tons per acre),v47234,4.2,7.72
1958,Quebec,Average yield (tons per acre),v47234,4.2,7.48
1959,Quebec,Average yield (tons per acre),v47234,4.2,7.25
1960,Quebec,Average yield (tons per acre),v47234,4.2,7.65
1961,Quebec,Average yield (tons per acre),v47234,4.2,7.00
1962,Quebec,Average yield (tons per acre),v47234,4.2,6.85
1963,Quebec,Average yield (tons per acre),v47234,4.2,7.32
1964,Quebec,Average yield (tons per acre),v47234,4.2,7.98
1965,Quebec,Average yield (tons per acre),v47234,4.2,8.00
1966,Quebec,Average yield (tons per acre),v47234,4.2,7.80
1967,Quebec,Average yield (tons per acre),v47234,4.2,10.00
1968,Quebec,Average yield (tons per acre),v47234,4.2,11.19
1969,Quebec,Average yield (tons per acre),v47234,4.2,10.33
1970,Quebec,Average yield (tons per acre),v47234,4.2,11.80
1971,Quebec,Average yield (tons per acre),v47234,4.2,12.60
1972,Quebec,Average yield (tons per acre),v47234,4.2,10.15
1973,Quebec,Average yield (tons per acre),v47234,4.2,12.60
1974,Quebec,Average yield (tons per acre),v47234,4.2,13.60
1975,Quebec,Average yield (tons per acre),v47234,4.2,14.29
1976,Quebec,Average yield (tons per acre),v47234,4.2,14.35
1908,Quebec,"Production (tons x 1,000)",v47246,4.3,263.00
1909,Quebec,"Production (tons x 1,000)",v47246,4.3,312.00
1910,Quebec,"Production (tons x 1,000)",v47246,4.3,129.00
1911,Quebec,"Production (tons x 1,000)",v47246,4.3,105.00
1912,Quebec,"Production (tons x 1,000)",v47246,4.3,76.00
1913,Quebec,"Production (tons x 1,000)",v47246,4.3,82.00
1914,Quebec,"Production (tons x 1,000)",v47246,4.3,86.00
1915,Quebec,"Production (tons x 1,000)",v47246,4.3,79.00
1916,Quebec,"Production (tons x 1,000)",v47246,4.3,66.00
1917,Quebec,"Production (tons x 1,000)",v47246,4.3,394.00
1918,Quebec,"Production (tons x 1,000)",v47246,4.3,706.00
1919,Quebec,"Production (tons x 1,000)",v47246,4.3,694.00
1920,Quebec,"Production (tons x 1,000)",v47246,4.3,688.00
1921,Quebec,"Production (tons x 1,000)",v47246,4.3,423.00
1922,Quebec,"Production (tons x 1,000)",v47246,4.3,386.00
1923,Quebec,"Production (tons x 1,000)",v47246,4.3,328.00
1924,Quebec,"Production (tons x 1,000)",v47246,4.3,271.00
1925,Quebec,"Production (tons x 1,000)",v47246,4.3,184.00
1926,Quebec,"Production (tons x 1,000)",v47246,4.3,247.00
1927,Quebec,"Production (tons x 1,000)",v47246,4.3,258.00
1928,Quebec,"Production (tons x 1,000)",v47246,4.3,277.00
1929,Quebec,"Production (tons x 1,000)",v47246,4.3,417.00
1930,Quebec,"Production (tons x 1,000)",v47246,4.3,542.00
1931,Quebec,"Production (tons x 1,000)",v47246,4.3,332.00
1932,Quebec,"Production (tons x 1,000)",v47246,4.3,439.00
1933,Quebec,"Production (tons x 1,000)",v47246,4.3,392.00
1934,Quebec,"Production (tons x 1,000)",v47246,4.3,510.00
1935,Quebec,"Production (tons x 1,000)",v47246,4.3,365.00
1936,Quebec,"Production (tons x 1,000)",v47246,4.3,393.00
1937,Quebec,"Production (tons x 1,000)",v47246,4.3,311.00
1938,Quebec,"Production (tons x 1,000)",v47246,4.3,329.00
1939,Quebec,"Production (tons x 1,000)",v47246,4.3,310.00
1940,Quebec,"Production (tons x 1,000)",v47246,4.3,299.00
1941,Quebec,"Production (tons x 1,000)",v47246,4.3,249.00
1942,Quebec,"Production (tons x 1,000)",v47246,4.3,249.00
1943,Quebec,"Production (tons x 1,000)",v47246,4.3,257.00
1944,Quebec,"Production (tons x 1,000)",v47246,4.3,191.00
1945,Quebec,"Production (tons x 1,000)",v47246,4.3,140.00
1946,Quebec,"Production (tons x 1,000)",v47246,4.3,119.00
1947,Quebec,"Production (tons x 1,000)",v47246,4.3,97.00
1948,Quebec,"Production (tons x 1,000)",v47246,4.3,111.00
1949,Quebec,"Production (tons x 1,000)",v47246,4.3,103.00
1950,Quebec,"Production (tons x 1,000)",v47246,4.3,128.00
1951,Quebec,"Production (tons x 1,000)",v47246,4.3,121.00
1952,Quebec,"Production (tons x 1,000)",v47246,4.3,83.00
1953,Quebec,"Production (tons x 1,000)",v47246,4.3,94.00
1954,Quebec,"Production (tons x 1,000)",v47246,4.3,70.00
1955,Quebec,"Production (tons x 1,000)",v47246,4.3,76.00
1956,Quebec,"Production (tons x 1,000)",v47246,4.3,83.00
1957,Quebec,"Production (tons x 1,000)",v47246,4.3,64.00
1958,Quebec,"Production (tons x 1,000)",v47246,4.3,65.00
1959,Quebec,"Production (tons x 1,000)",v47246,4.3,53.00
1960,Quebec,"Production (tons x 1,000)",v47246,4.3,44.00
1961,Quebec,"Production (tons x 1,000)",v47246,4.3,49.00
1962,Quebec,"Production (tons x 1,000)",v47246,4.3,47.00
1963,Quebec,"Production (tons x 1,000)",v47246,4.3,45.00
1964,Quebec,"Production (tons x 1,000)",v47246,4.3,41.00
1965,Quebec,"Production (tons x 1,000)",v47246,4.3,38.00
1966,Quebec,"Production (tons x 1,000)",v47246,4.3,32.00
1967,Quebec,"Production (tons x 1,000)",v47246,4.3,37.00
1968,Quebec,"Production (tons x 1,000)",v47246,4.3,45.00
1969,Quebec,"Production (tons x 1,000)",v47246,4.3,36.00
1970,Quebec,"Production (tons x 1,000)",v47246,4.3,35.00
1971,Quebec,"Production (tons x 1,000)",v47246,4.3,44.00
1972,Quebec,"Production (tons x 1,000)",v47246,4.3,37.00
1973,Quebec,"Production (tons x 1,000)",v47246,4.3,44.00
1974,Quebec,"Production (tons x 1,000)",v47246,4.3,48.00
1975,Quebec,"Production (tons x 1,000)",v47246,4.3,50.00
1976,Quebec,"Production (tons x 1,000)",v47246,4.3,43.00
1908,Quebec,Average farm price (dollars per ton),v47258,4.4,12.59
1909,Quebec,Average farm price (dollars per ton),v47258,4.4,8.79
1910,Quebec,Average farm price (dollars per ton),v47258,4.4,7.84
1911,Quebec,Average farm price (dollars per ton),v47258,4.4,14.77
1912,Quebec,Average farm price (dollars per ton),v47258,4.4,11.26
1913,Quebec,Average farm price (dollars per ton),v47258,4.4,14.41
1914,Quebec,Average farm price (dollars per ton),v47258,4.4,14.83
1915,Quebec,Average farm price (dollars per ton),v47258,4.4,14.33
1916,Quebec,Average farm price (dollars per ton),v47258,4.4,19.27
1917,Quebec,Average farm price (dollars per ton),v47258,4.4,23.60
1918,Quebec,Average farm price (dollars per ton),v47258,4.4,21.19
1919,Quebec,Average farm price (dollars per ton),v47258,4.4,21.21
1920,Quebec,Average farm price (dollars per ton),v47258,4.4,20.01
1921,Quebec,Average farm price (dollars per ton),v47258,4.4,16.01
1922,Quebec,Average farm price (dollars per ton),v47258,4.4,17.20
1923,Quebec,Average farm price (dollars per ton),v47258,4.4,16.54
1924,Quebec,Average farm price (dollars per ton),v47258,4.4,13.98
1925,Quebec,Average farm price (dollars per ton),v47258,4.4,20.01
1926,Quebec,Average farm price (dollars per ton),v47258,4.4,11.40
1927,Quebec,Average farm price (dollars per ton),v47258,4.4,13.02
1928,Quebec,Average farm price (dollars per ton),v47258,4.4,14.82
1929,Quebec,Average farm price (dollars per ton),v47258,4.4,12.79
1930,Quebec,Average farm price (dollars per ton),v47258,4.4,10.00
1931,Quebec,Average farm price (dollars per ton),v47258,4.4,8.60
1932,Quebec,Average farm price (dollars per ton),v47258,4.4,7.40
1933,Quebec,Average farm price (dollars per ton),v47258,4.4,7.84
1934,Quebec,Average farm price (dollars per ton),v47258,4.4,6.81
1935,Quebec,Average farm price (dollars per ton),v47258,4.4,8.46
1936,Quebec,Average farm price (dollars per ton),v47258,4.4,8.97
1937,Quebec,Average farm price (dollars per ton),v47258,4.4,8.79
1938,Quebec,Average farm price (dollars per ton),v47258,4.4,10.00
1939,Quebec,Average farm price (dollars per ton),v47258,4.4,10.00
1940,Quebec,Average farm price (dollars per ton),v47258,4.4,8.21
1941,Quebec,Average farm price (dollars per ton),v47258,4.4,11.42
1942,Quebec,Average farm price (dollars per ton),v47258,4.4,14.57
1943,Quebec,Average farm price (dollars per ton),v47258,4.4,15.80
1944,Quebec,Average farm price (dollars per ton),v47258,4.4,12.80
1945,Quebec,Average farm price (dollars per ton),v47258,4.4,26.45
1946,Quebec,Average farm price (dollars per ton),v47258,4.4,20.06
1947,Quebec,Average farm price (dollars per ton),v47258,4.4,22.07
1948,Quebec,Average farm price (dollars per ton),v47258,4.4,24.92
1949,Quebec,Average farm price (dollars per ton),v47258,4.4,24.88
1950,Quebec,Average farm price (dollars per ton),v47258,4.4,18.95
1951,Quebec,Average farm price (dollars per ton),v47258,4.4,21.90
1952,Quebec,Average farm price (dollars per ton),v47258,4.4,19.36
1953,Quebec,Average farm price (dollars per ton),v47258,4.4,19.65
1954,Quebec,Average farm price (dollars per ton),v47258,4.4,21.70
1955,Quebec,Average farm price (dollars per ton),v47258,4.4,27.60
1956,Quebec,Average farm price (dollars per ton),v47258,4.4,28.40
1957,Quebec,Average farm price (dollars per ton),v47258,4.4,27.00
1958,Quebec,Average farm price (dollars per ton),v47258,4.4,25.00
1959,Quebec,Average farm price (dollars per ton),v47258,4.4,23.00
1960,Quebec,Average farm price (dollars per ton),v47258,4.4,21.00
1961,Quebec,Average farm price (dollars per ton),v47258,4.4,20.00
1962,Quebec,Average farm price (dollars per ton),v47258,4.4,19.00
1963,Quebec,Average farm price (dollars per ton),v47258,4.4,19.00
1964,Quebec,Average farm price (dollars per ton),v47258,4.4,19.00
1965,Quebec,Average farm price (dollars per ton),v47258,4.4,20.00
1966,Quebec,Average farm price (dollars per ton),v47258,4.4,21.00
1967,Quebec,Average farm price (dollars per ton),v47258,4.4,20.00
1968,Quebec,Average farm price (dollars per ton),v47258,4.4,20.00
1969,Quebec,Average farm price (dollars per ton),v47258,4.4,22.00
1970,Quebec,Average farm price (dollars per ton),v47258,4.4,22.50
1971,Quebec,Average farm price (dollars per ton),v47258,4.4,22.00
1972,Quebec,Average farm price (dollars per ton),v47258,4.4,28.00
1973,Quebec,Average farm price (dollars per ton),v47258,4.4,25.00
1974,Quebec,Average farm price (dollars per ton),v47258,4.4,28.00
1908,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3310.00
1909,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2743.00
1910,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1012.00
1911,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1551.00
1912,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,856.00
1913,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1182.00
1914,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1275.00
1915,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1132.00
1916,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,1272.00
1917,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,9298.00
1918,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,14961.00
1919,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,14723.00
1920,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,13765.00
1921,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,6774.00
1922,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,6638.00
1923,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,5425.00
1924,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3789.00
1925,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3682.00
1926,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2816.00
1927,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3359.00
1928,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,4106.00
1929,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,5333.00
1930,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,5420.00
1931,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2855.00
1932,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3248.00
1933,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3073.00
1934,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3471.00
1935,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3087.00
1936,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3525.00
1937,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2733.00
1938,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3291.00
1939,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3099.00
1940,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2455.00
1941,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2843.00
1942,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3628.00
1943,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,4061.00
1944,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2445.00
1945,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,3703.00
1946,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2387.00
1947,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2141.00
1948,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2766.00
1949,Quebec,"Total farm value (dollars x 1,000)",v47270,4.5,2563.00
